id,type,DOM,sentence,surprisal_list,surprisal_obj
41,5,0,Emma investigó la epidemia en la ciudad durante varias semanas.,"[('ĠEmma', 28.026353322496398), ('ĠinvestigÃ³', 10.479130622100673), ('Ġla', 4.179271286597716), ('Ġepidemia', 11.55495571182211), ('Ġen', 1.7054523921494553), ('Ġla', 2.683357590260463), ('Ġciudad', 3.629583777563024), ('Ġdurante', 8.181090186104582), ('Ġvarias', 6.769710434215322), ('Ġsemanas.', 1.274122182555655), 18.14182932611337]",11.55495571182211
29,0,1,Alfonso miró a la granjera en la colina durante dos horas.,"[('ĠAlfonso', 28.073611403231087), ('ĠmirÃ³', 16.66808384950703), ('Ġa', 1.6739936481211004), ('Ġla', 3.239896888105529), ('Ġgranjera', 5.9852124322178755), ('Ġen', 2.0221901673464573), ('Ġla', 2.7044724162548426), ('Ġcolina', 10.022979661356038), ('Ġdurante', 10.775888062025656), ('Ġdos', 6.479672700424851), ('Ġhoras.', 1.9583200960503944), 19.78236529735297]",5.9852124322178755
29,3,0,Alfonso miró la granjera en la colina durante dos horas.,"[('ĠAlfonso', 28.073611403231087), ('ĠmirÃ³', 16.66808384950703), ('Ġla', 4.211050240824146), ('Ġgranjera', 8.670186143448497), ('Ġen', 1.9034543985845112), ('Ġla', 2.1178977242977943), ('Ġcolina', 9.461270565026036), ('Ġdurante', 11.556615000437635), ('Ġdos', 6.48876783093308), ('Ġhoras.', 1.8833836434338005), 19.698213842320495]",8.670186143448497
29,2,1,Alfonso miró a la estrella en la colina durante dos horas.,"[('ĠAlfonso', 28.073611403231087), ('ĠmirÃ³', 16.66808384950703), ('Ġa', 1.6739936481211004), ('Ġla', 3.239896888105529), ('Ġestrella', 9.917539849834464), ('Ġen', 1.8423649481620556), ('Ġla', 2.7226385997001796), ('Ġcolina', 10.024458712153459), ('Ġdurante', 10.704713385931385), ('Ġdos', 6.191555668879215), ('Ġhoras.', 2.285834311316404), 19.557093478155018]",9.917539849834464
29,5,0,Alfonso miró la estrella en la colina durante dos horas.,"[('ĠAlfonso', 28.073611403231087), ('ĠmirÃ³', 16.66808384950703), ('Ġla', 4.211050240824146), ('Ġestrella', 8.739879017022934), ('Ġen', 1.4824264388530564), ('Ġla', 2.5002192847494387), ('Ġcolina', 8.948796661985039), ('Ġdurante', 11.187654428166221), ('Ġdos', 6.0848995960507395), ('Ġhoras.', 2.055605522163959), 19.640542556041368]",8.739879017022934
49,0,1,Alba mencionó a la actriz en el teatro tras varios minutos.,"[('ĠAlba', 26.76054175008923), ('ĠmencionÃ³', 15.526161699475397), ('Ġa', 2.016370346100698), ('Ġla', 3.0033815311247705), ('Ġactriz', 6.462545980121329), ('Ġen', 1.4520171947665321), ('Ġel', 2.439806595015558), ('Ġteatro', 7.699175536330096), ('Ġtras', 9.04244740675527), ('Ġvarios', 8.93358995599575), ('Ġminutos.', 5.5707602130187865), 17.46823072488914]",6.462545980121329
49,1,1,Alba mencionó a una actriz en el teatro tras varios minutos.,"[('ĠAlba', 26.76054175008923), ('ĠmencionÃ³', 15.526161699475397), ('Ġa', 2.016370346100698), ('Ġuna', 5.128766176162576), ('Ġactriz', 7.660308833096308), ('Ġen', 1.4678858279407594), ('Ġel', 2.789598668952407), ('Ġteatro', 5.781173419112795), ('Ġtras', 10.372398876905818), ('Ġvarios', 9.280088906133878), ('Ġminutos.', 5.973771630334529), 17.167602643423837]",7.660308833096308
49,3,0,Alba mencionó la actriz en el teatro tras varios minutos.,"[('ĠAlba', 26.76054175008923), ('ĠmencionÃ³', 15.526161699475397), ('Ġla', 3.86001507628686), ('Ġactriz', 11.655536669491509), ('Ġen', 1.591295514564883), ('Ġel', 2.3980117151681797), ('Ġteatro', 8.064036730135545), ('Ġtras', 9.464325664835963), ('Ġvarios', 9.317175244965934), ('Ġminutos.', 5.974516659178066), 17.383415416824334]",11.655536669491509
49,4,0,Alba mencionó una actriz en el teatro tras varios minutos.,"[('ĠAlba', 26.76054175008923), ('ĠmencionÃ³', 15.526161699475397), ('Ġuna', 5.494592536604666), ('Ġactriz', 13.232141529925876), ('Ġen', 1.4434748388917507), ('Ġel', 2.6816007874818997), ('Ġteatro', 5.986208383749021), ('Ġtras', 10.93514468465522), ('Ġvarios', 9.540451377483274), ('Ġminutos.', 6.02985293700643), 17.057036373045342]",13.232141529925876
49,2,1,Alba mencionó a la ciudad en el teatro tras varios minutos.,"[('ĠAlba', 26.76054175008923), ('ĠmencionÃ³', 15.526161699475397), ('Ġa', 2.016370346100698), ('Ġla', 3.0033815311247705), ('Ġciudad', 7.786993317513663), ('Ġen', 1.4339823272410728), ('Ġel', 2.579656523339112), ('Ġteatro', 9.600173384891288), ('Ġtras', 9.972995999570479), ('Ġvarios', 9.480794035551982), ('Ġminutos.', 4.9150641458361175), 17.61313883495722]",7.786993317513663
49,5,0,Alba mencionó la ciudad en el teatro tras varios minutos.,"[('ĠAlba', 26.76054175008923), ('ĠmencionÃ³', 15.526161699475397), ('Ġla', 3.86001507628686), ('Ġciudad', 9.519492883718529), ('Ġen', 1.5387990536802578), ('Ġel', 2.984765097099475), ('Ġteatro', 9.783765552617941), ('Ġtras', 10.56760193735752), ('Ġvarios', 9.318117709892663), ('Ġminutos.', 5.176498241083039), 17.680583551319575]",9.519492883718529
0,0,1,Juan golpeó a la actriz en la calle en diez segundos.,"[('ĠJuan', 22.646430562319814), ('ĠgolpeÃ³', 17.878419322190688), ('Ġa', 1.1387777052345853), ('Ġla', 3.325770233438442), ('Ġactriz', 10.768530644221745), ('Ġen', 1.300912711917343), ('Ġla', 1.3231049268110247), ('Ġcalle', 8.127128909569867), ('Ġen', 1.9063207975967227), ('Ġdiez', 13.18826806776017), ('Ġsegundos.', 3.384655287276033), 17.634490825027136]",10.768530644221745
0,1,1,Juan golpeó a una actriz en la calle en diez segundos.,"[('ĠJuan', 22.646430562319814), ('ĠgolpeÃ³', 17.878419322190688), ('Ġa', 1.1387777052345853), ('Ġuna', 4.584588991261528), ('Ġactriz', 11.764811694127323), ('Ġen', 1.3201904461074951), ('Ġla', 1.8902491048649186), ('Ġcalle', 5.311972414820691), ('Ġen', 2.040218159148854), ('Ġdiez', 13.572862550925617), ('Ġsegundos.', 3.0979143749112765), 17.8838237050114]",11.764811694127323
0,3,0,Juan golpeó la actriz en la calle en diez segundos.,"[('ĠJuan', 22.646430562319814), ('ĠgolpeÃ³', 17.878419322190688), ('Ġla', 3.706463118186415), ('Ġactriz', 17.31592460911154), ('Ġen', 1.1527168014510318), ('Ġla', 1.3297124142658483), ('Ġcalle', 8.32854329544013), ('Ġen', 1.6894977067392742), ('Ġdiez', 12.572008826298898), ('Ġsegundos.', 3.110546930573777), 17.525346851171278]",17.31592460911154
0,4,0,Juan golpeó una actriz en la calle en diez segundos.,"[('ĠJuan', 22.646430562319814), ('ĠgolpeÃ³', 17.878419322190688), ('Ġuna', 6.005938233456003), ('Ġactriz', 18.12394175456243), ('Ġen', 1.111345703874496), ('Ġla', 1.5755867231412592), ('Ġcalle', 6.382480488908054), ('Ġen', 1.9385631053313237), ('Ġdiez', 13.38263185287566), ('Ġsegundos.', 2.864209816384894), 17.833185821221957]",18.12394175456243
0,2,1,Juan golpeó a la piedra en la calle en diez segundos.,"[('ĠJuan', 22.646430562319814), ('ĠgolpeÃ³', 17.878419322190688), ('Ġa', 1.1387777052345853), ('Ġla', 3.325770233438442), ('Ġpiedra', 8.767843396053227), ('Ġen', 1.3102086948724623), ('Ġla', 1.6360025085628551), ('Ġcalle', 9.988656739758046), ('Ġen', 2.226425520145329), ('Ġdiez', 11.854815030838054), ('Ġsegundos.', 3.6238853904006616), 18.85954698072874]",8.767843396053227
0,5,0,Juan golpeó la piedra en la calle en diez segundos.,"[('ĠJuan', 22.646430562319814), ('ĠgolpeÃ³', 17.878419322190688), ('Ġla', 3.706463118186415), ('Ġpiedra', 6.1466585659755735), ('Ġen', 1.2977640642942623), ('Ġla', 1.5794958887953707), ('Ġcalle', 10.080387470214044), ('Ġen', 2.256830032021726), ('Ġdiez', 12.026083609734481), ('Ġsegundos.', 3.457550391818211), 19.01570344409385]",6.1466585659755735
39,0,1,Valeria admiró a la cantante en el teatro durante el concierto.,"[('ĠValeria', 26.34911522166677), ('ĠadmirÃ³', 9.313984579831466), ('Ġa', 2.3614922311533677), ('Ġla', 3.425911947417536), ('Ġcantante', 9.326891576809079), ('Ġen', 1.844849375498187), ('Ġel', 3.119286142986045), ('Ġteatro', 7.676958817491638), ('Ġdurante', 7.477581394138195), ('Ġel', 2.8067625375085155), ('Ġconcierto.', 3.8719224671019976), 17.757710202994907]",9.326891576809079
39,1,1,Valeria admiró a una cantante en el teatro durante el concierto.,"[('ĠValeria', 26.34911522166677), ('ĠadmirÃ³', 9.313984579831466), ('Ġa', 2.3614922311533677), ('Ġuna', 6.112490428763358), ('Ġcantante', 10.45283447478375), ('Ġen', 1.915679751282861), ('Ġel', 3.095955320535298), ('Ġteatro', 5.896037191971048), ('Ġdurante', 8.483276774352003), ('Ġel', 2.931186309980279), ('Ġconcierto.', 4.451132861949101), 17.817957445418656]",10.45283447478375
39,3,0,Valeria admiró la cantante en el teatro durante el concierto.,"[('ĠValeria', 26.34911522166677), ('ĠadmirÃ³', 9.313984579831466), ('Ġla', 2.7208057805899344), ('Ġcantante', 15.77375067537991), ('Ġen', 2.1016657007397233), ('Ġel', 3.06297283171813), ('Ġteatro', 6.920675429281489), ('Ġdurante', 7.842729455005283), ('Ġel', 2.9131728471289087), ('Ġconcierto.', 4.0943766945308635), 17.58567389354503]",15.77375067537991
39,4,0,Valeria admiró una cantante en el teatro durante el concierto.,"[('ĠValeria', 26.34911522166677), ('ĠadmirÃ³', 9.313984579831466), ('Ġuna', 6.557760391153204), ('Ġcantante', 16.406144641214524), ('Ġen', 1.9412155149301993), ('Ġel', 2.6856403159853652), ('Ġteatro', 5.611617787418963), ('Ġdurante', 9.04892358545616), ('Ġel', 2.928439403080698), ('Ġconcierto.', 4.561357918748281), 17.708011344479175]",16.406144641214524
39,2,1,Valeria admiró a la escenografía en el teatro durante el concierto.,"[('ĠValeria', 26.34911522166677), ('ĠadmirÃ³', 9.313984579831466), ('Ġa', 2.3614922311533677), ('Ġla', 3.425911947417536), ('ĠescenografÃŃa', 17.585641560806668), ('Ġen', 1.805550737836757), ('Ġel', 3.1429836324484315), ('Ġteatro', 4.058020766017022), ('Ġdurante', 8.357425373895428), ('Ġel', 3.0005080449941546), ('Ġconcierto.', 4.9733571493981135), 18.144342336607778]",17.585641560806668
39,5,0,Valeria admiró la escenografía en el teatro durante el concierto.,"[('ĠValeria', 26.34911522166677), ('ĠadmirÃ³', 9.313984579831466), ('Ġla', 2.7208057805899344), ('ĠescenografÃŃa', 14.235757983856054), ('Ġen', 2.096717845865726), ('Ġel', 3.19885322847712), ('Ġteatro', 3.5201295470050105), ('Ġdurante', 8.981790501657164), ('Ġel', 2.8927051918497257), ('Ġconcierto.', 4.911649086337935), 18.117984963467148]",14.235757983856054
28,1,1,Anna comprendió a una maestra en la escuela en dos minutos.,"[('ĠAnna', 26.421510286651568), ('ĠcomprendiÃ³', 18.507797400259772), ('Ġa', 5.3923952859824595), ('Ġuna', 7.562790542473475), ('Ġmaestra', 9.575175362623078), ('Ġen', 1.6218787755345627), ('Ġla', 2.67283637961128), ('Ġescuela', 3.142089322663945), ('Ġen', 2.234441230209193), ('Ġdos', 9.68151567530457), ('Ġminutos.', 4.563582428345867), 18.966033134698165]",9.575175362623078
28,4,0,Anna comprendió una maestra en la escuela en dos minutos.,"[('ĠAnna', 26.421510286651568), ('ĠcomprendiÃ³', 18.507797400259772), ('Ġuna', 7.449672049556178), ('Ġmaestra', 15.044663935646602), ('Ġen', 1.8692752114869773), ('Ġla', 2.6657666887822624), ('Ġescuela', 5.1935179881777245), ('Ġen', 2.360963004706944), ('Ġdos', 9.56696353500968), ('Ġminutos.', 4.1163214228069815), 18.853261702770308]",15.044663935646602
28,2,1,Anna comprendió a la tarea en la escuela en dos minutos.,"[('ĠAnna', 26.421510286651568), ('ĠcomprendiÃ³', 18.507797400259772), ('Ġa', 5.3923952859824595), ('Ġla', 2.648272441553847), ('Ġtarea', 16.14613851791772), ('Ġen', 2.3601145211329686), ('Ġla', 2.7901486694698665), ('Ġescuela', 5.893901167447332), ('Ġen', 2.2581944778801772), ('Ġdos', 8.75856321221267), ('Ġminutos.', 4.675015491284708), 19.120979528131805]",16.14613851791772
28,5,0,Anna comprendió la tarea en la escuela en dos minutos.,"[('ĠAnna', 26.421510286651568), ('ĠcomprendiÃ³', 18.507797400259772), ('Ġla', 4.633007954889538), ('Ġtarea', 8.690517244502894), ('Ġen', 2.4491134791626616), ('Ġla', 2.4668795879664285), ('Ġescuela', 5.3401476445809415), ('Ġen', 2.481173094743412), ('Ġdos', 8.571668289658849), ('Ġminutos.', 4.876149459442739), 19.346421954119414]",8.690517244502894
17,0,1,Luis zarandeó a la mujer en la casa durante algunos minutos.,"[('ĠLuis', 25.735076620193443), ('ĠzarandeÃ³', 9.638912419670586), ('Ġa', 1.3005611829619512), ('Ġla', 2.850240439577237), ('Ġmujer', 5.4685251262133905), ('Ġen', 1.7918929935924632), ('Ġla', 2.3393814536278414), ('Ġcasa', 6.749168826396269), ('Ġdurante', 9.367720946054513), ('Ġalgunos', 7.905373791616759), ('Ġminutos.', 1.7022692297581292), 19.59782894487308]",5.4685251262133905
17,1,1,Luis zarandeó a una mujer en la casa durante algunos minutos.,"[('ĠLuis', 25.735076620193443), ('ĠzarandeÃ³', 9.638912419670586), ('Ġa', 1.3005611829619512), ('Ġuna', 5.789888811927919), ('Ġmujer', 3.2775507696854325), ('Ġen', 1.5345096057213132), ('Ġla', 2.340041351059202), ('Ġcasa', 6.067106958923077), ('Ġdurante', 9.954719059297986), ('Ġalgunos', 9.085286221293385), ('Ġminutos.', 1.7789307543542026), 19.665004680369492]",3.2775507696854325
17,3,0,Luis zarandeó la mujer en la casa durante algunos minutos.,"[('ĠLuis', 25.735076620193443), ('ĠzarandeÃ³', 9.638912419670586), ('Ġla', 3.3511693192484646), ('Ġmujer', 10.47722849398213), ('Ġen', 1.7276136250851781), ('Ġla', 2.189207062807691), ('Ġcasa', 6.543090271034607), ('Ġdurante', 9.635093430253077), ('Ġalgunos', 7.90266334503916), ('Ġminutos.', 1.7344273197383862), 19.79560280198988]",10.47722849398213
17,4,0,Luis zarandeó una mujer en la casa durante algunos minutos.,"[('ĠLuis', 25.735076620193443), ('ĠzarandeÃ³', 9.638912419670586), ('Ġuna', 7.1257007628892675), ('Ġmujer', 8.001022974790015), ('Ġen', 1.4353935031146954), ('Ġla', 2.4712489791942494), ('Ġcasa', 6.188814953355066), ('Ġdurante', 10.324122658878023), ('Ġalgunos', 9.120733221497417), ('Ġminutos.', 1.714311497967206), 20.032541580257064]",8.001022974790015
17,2,1,Luis zarandeó a la muñeca en la casa durante algunos minutos.,"[('ĠLuis', 25.735076620193443), ('ĠzarandeÃ³', 9.638912419670586), ('Ġa', 1.3005611829619512), ('Ġla', 2.850240439577237), ('ĠmuÃ±eca', 12.647322092903533), ('Ġen', 1.9674231520924506), ('Ġla', 2.4188651275332482), ('Ġcasa', 7.362344762892872), ('Ġdurante', 10.047829090613904), ('Ġalgunos', 8.172555031107564), ('Ġminutos.', 1.6714771119823504), 18.897381788057352]",12.647322092903533
17,5,0,Luis zarandeó la muñeca en la casa durante algunos minutos.,"[('ĠLuis', 25.735076620193443), ('ĠzarandeÃ³', 9.638912419670586), ('Ġla', 3.3511693192484646), ('ĠmuÃ±eca', 11.528352059525444), ('Ġen', 2.088548207746368), ('Ġla', 2.063405021371913), ('Ġcasa', 8.033841392158259), ('Ġdurante', 10.165121946432944), ('Ġalgunos', 7.8070705721753875), ('Ġminutos.', 1.6905021767860962), 19.458347575370325]",11.528352059525444
16,0,1,Valentina venció a la adversaria en la guerra en dos años.,"[('ĠValentina', 26.256005190350855), ('ĠvenciÃ³', 15.28323001375625), ('Ġa', 0.834830272616306), ('Ġla', 2.3737499506283126), ('Ġadversaria', 3.702029900793036), ('Ġen', 1.596740539931521), ('Ġla', 1.9943832241011423), ('Ġguerra', 11.288959088830449), ('Ġen', 2.388340389034982), ('Ġdos', 7.193633909980076), ('ĠaÃ±os.', 5.331246682485537), 18.07176359415186]",3.702029900793036
16,1,1,Valentina venció a una adversaria en la guerra en dos años.,"[('ĠValentina', 26.256005190350855), ('ĠvenciÃ³', 15.28323001375625), ('Ġa', 0.834830272616306), ('Ġuna', 5.623919706435179), ('Ġadversaria', 2.5334908931978872), ('Ġen', 1.1702509419363756), ('Ġla', 2.0707669107247466), ('Ġguerra', 10.383606642297245), ('Ġen', 2.4502544693960355), ('Ġdos', 7.936457248003099), ('ĠaÃ±os.', 4.871494920979788), 18.02539294389563]",2.5334908931978872
16,3,0,Valentina venció la adversaria en la guerra en dos años.,"[('ĠValentina', 26.256005190350855), ('ĠvenciÃ³', 15.28323001375625), ('Ġla', 5.147722447905976), ('Ġadversaria', 5.0355120807127856), ('Ġen', 1.4972786384373113), ('Ġla', 2.0850677840919416), ('Ġguerra', 10.541362888280682), ('Ġen', 2.194185713325109), ('Ġdos', 6.6199121694526095), ('ĠaÃ±os.', 5.008503351945786), 18.1769571265174]",5.0355120807127856
16,4,0,Valentina venció una adversaria en la guerra en dos años.,"[('ĠValentina', 26.256005190350855), ('ĠvenciÃ³', 15.28323001375625), ('Ġuna', 8.153335625908342), ('Ġadversaria', 3.764932364552855), ('Ġen', 1.1077539062260058), ('Ġla', 1.8794656206731695), ('Ġguerra', 9.877244314737307), ('Ġen', 2.366718038654935), ('Ġdos', 7.9433970919307155), ('ĠaÃ±os.', 4.5780139225363925), 18.016863292343437]",3.764932364552855
44,0,1,Martín detectó a la intrusa en el hospital en dos minutos.,"[('ĠMartÃŃn', 22.939151913394348), ('ĠdetectÃ³', 18.026463363914598), ('Ġa', 3.8949358095792515), ('Ġla', 3.759666295196127), ('Ġintrusa', 6.296349212594509), ('Ġen', 1.035007510245017), ('Ġel', 1.9470599619417792), ('Ġhospital', 9.065315595875196), ('Ġen', 1.997523226013045), ('Ġdos', 7.319042971058633), ('Ġminutos.', 4.500591288718925), 18.517025989305072]",6.296349212594509
44,1,1,Martín detectó a una intrusa en el hospital en dos minutos.,"[('ĠMartÃŃn', 22.939151913394348), ('ĠdetectÃ³', 18.026463363914598), ('Ġa', 3.8949358095792515), ('Ġuna', 4.380614471650522), ('Ġintrusa', 5.402215645831545), ('Ġen', 0.69309550311785), ('Ġel', 2.1232224791511576), ('Ġhospital', 9.435727013789288), ('Ġen', 1.9377554282242375), ('Ġdos', 7.906277732429693), ('Ġminutos.', 4.478302509149756), 18.568464624316928]",5.402215645831545
44,3,0,Martín detectó la intrusa en el hospital en dos minutos.,"[('ĠMartÃŃn', 22.939151913394348), ('ĠdetectÃ³', 18.026463363914598), ('Ġla', 3.778758089268407), ('Ġintrusa', 9.572396466950437), ('Ġen', 0.9378312787828623), ('Ġel', 1.9053638001359965), ('Ġhospital', 9.621880347152588), ('Ġen', 2.1616558219344904), ('Ġdos', 7.126645979538409), ('Ġminutos.', 3.935649004544028), 18.57297916890208]",9.572396466950437
44,4,0,Martín detectó una intrusa en el hospital en dos minutos.,"[('ĠMartÃŃn', 22.939151913394348), ('ĠdetectÃ³', 18.026463363914598), ('Ġuna', 3.4174273553198704), ('Ġintrusa', 9.03259452068734), ('Ġen', 0.5028924633715502), ('Ġel', 1.9324147793075568), ('Ġhospital', 10.17288111570927), ('Ġen', 2.02934210887825), ('Ġdos', 7.5534374379889515), ('Ġminutos.', 4.366475433957788), 18.655162110512777]",9.03259452068734
18,0,1,María transportó a la mochilera en la furgoneta durante un día.,"[('ĠMarÃŃa', 23.97933463062037), ('ĠtransportÃ³', 10.018151893368005), ('Ġa', 1.7090375209915099), ('Ġla', 3.2623935946995917), ('Ġmochilera', 6.963256413162186), ('Ġen', 1.3951096176027782), ('Ġla', 4.092550410761351), ('Ġfurgoneta', 6.716051847146126), ('Ġdurante', 8.519209453562071), ('Ġun', 3.5465440183857275), ('ĠdÃŃa.', 3.305000404641693), 18.881614762591553]",6.963256413162186
18,1,1,María transportó a una mochilera en la furgoneta durante un día.,"[('ĠMarÃŃa', 23.97933463062037), ('ĠtransportÃ³', 10.018151893368005), ('Ġa', 1.7090375209915099), ('Ġuna', 6.547110537481175), ('Ġmochilera', 6.146606870857101), ('Ġen', 1.4084169767554566), ('Ġla', 3.8835963054772633), ('Ġfurgoneta', 6.917436652000441), ('Ġdurante', 8.194463557035675), ('Ġun', 3.1728026723856284), ('ĠdÃŃa.', 3.047808605443604), 18.823638379089793]",6.146606870857101
18,3,0,María transportó la mochilera en la furgoneta durante un día.,"[('ĠMarÃŃa', 23.97933463062037), ('ĠtransportÃ³', 10.018151893368005), ('Ġla', 3.379450146356345), ('Ġmochilera', 7.4923305116210885), ('Ġen', 1.422002169849761), ('Ġla', 3.8111871379150983), ('Ġfurgoneta', 6.607733733979712), ('Ġdurante', 8.521316585000442), ('Ġun', 3.6564491874543035), ('ĠdÃŃa.', 3.2453418588318454), 18.852696911744875]",7.4923305116210885
18,4,0,María transportó una mochilera en la furgoneta durante un día.,"[('ĠMarÃŃa', 23.97933463062037), ('ĠtransportÃ³', 10.018151893368005), ('Ġuna', 5.705674411245229), ('Ġmochilera', 7.84529062064193), ('Ġen', 1.3162273459774787), ('Ġla', 3.5568433714152974), ('Ġfurgoneta', 6.580884490457614), ('Ġdurante', 8.334460186560415), ('Ġun', 3.2868777328070244), ('ĠdÃŃa.', 3.0685332028031755), 18.77576219270791]",7.84529062064193
18,2,1,María transportó a la guitarra en la furgoneta durante un día.,"[('ĠMarÃŃa', 23.97933463062037), ('ĠtransportÃ³', 10.018151893368005), ('Ġa', 1.7090375209915099), ('Ġla', 3.2623935946995917), ('Ġguitarra', 14.397429930834335), ('Ġen', 1.592555667277474), ('Ġla', 3.336030718388917), ('Ġfurgoneta', 7.916928274032325), ('Ġdurante', 8.7768477197218), ('Ġun', 3.670907080981736), ('ĠdÃŃa.', 3.6459953940042586), 18.43161390144177]",14.397429930834335
18,5,0,María transportó la guitarra en la furgoneta durante un día.,"[('ĠMarÃŃa', 23.97933463062037), ('ĠtransportÃ³', 10.018151893368005), ('Ġla', 3.379450146356345), ('Ġguitarra', 11.19963405169472), ('Ġen', 1.432449067870398), ('Ġla', 3.5154395801159817), ('Ġfurgoneta', 7.500967595002519), ('Ġdurante', 8.595356492058087), ('Ġun', 3.632402917175967), ('ĠdÃŃa.', 3.8726566610385307), 18.44343598886208]",11.19963405169472
3,0,1,Pablo secuestró a la turista en el aeropuerto durante una hora.,"[('ĠPablo', 27.06364672569226), ('ĠsecuestrÃ³', 10.790288610087943), ('Ġa', 0.46285957399816524), ('Ġla', 3.990422641130093), ('Ġturista', 11.726112845960778), ('Ġen', 1.8531538623477086), ('Ġel', 2.785936126419633), ('Ġaeropuerto', 2.99506135444133), ('Ġdurante', 10.989753303887783), ('Ġuna', 2.735622429927067), ('Ġhora.', 4.152388162493398), 18.65154737915694]",11.726112845960778
3,1,1,Pablo secuestró a una turista en el aeropuerto durante una hora.,"[('ĠPablo', 27.06364672569226), ('ĠsecuestrÃ³', 10.790288610087943), ('Ġa', 0.46285957399816524), ('Ġuna', 2.7085406658610025), ('Ġturista', 9.022410052068546), ('Ġen', 0.9713472434511189), ('Ġel', 2.785401948306053), ('Ġaeropuerto', 2.965563922061246), ('Ġdurante', 11.181591695758005), ('Ġuna', 2.4089709656291105), ('Ġhora.', 4.427096050716562), 18.438967191662062]",9.022410052068546
3,3,0,Pablo secuestró la turista en el aeropuerto durante una hora.,"[('ĠPablo', 27.06364672569226), ('ĠsecuestrÃ³', 10.790288610087943), ('Ġla', 6.38681720343221), ('Ġturista', 15.893918393190772), ('Ġen', 1.8403178404603215), ('Ġel', 2.8093219833186556), ('Ġaeropuerto', 2.910535665160578), ('Ġdurante', 10.865384393881644), ('Ġuna', 2.7721618639293797), ('Ġhora.', 4.1433341358387255), 18.493330563634494]",15.893918393190772
3,4,0,Pablo secuestró una turista en el aeropuerto durante una hora.,"[('ĠPablo', 27.06364672569226), ('ĠsecuestrÃ³', 10.790288610087943), ('Ġuna', 5.141968252373408), ('Ġturista', 12.308488753479661), ('Ġen', 0.9554344420866236), ('Ġel', 2.865431151179996), ('Ġaeropuerto', 2.92785775775548), ('Ġdurante', 11.24354603797422), ('Ġuna', 2.3841048540541117), ('Ġhora.', 4.494687554271432), 18.256653886927225]",12.308488753479661
3,2,1,Pablo secuestró a la camioneta en el aeropuerto durante una hora.,"[('ĠPablo', 27.06364672569226), ('ĠsecuestrÃ³', 10.790288610087943), ('Ġa', 0.46285957399816524), ('Ġla', 3.990422641130093), ('Ġcamioneta', 12.476067272619176), ('Ġen', 0.8769609373927064), ('Ġel', 4.450055218658794), ('Ġaeropuerto', 7.423116552401753), ('Ġdurante', 11.445837535363882), ('Ġuna', 2.6193138308189163), ('Ġhora.', 4.371272030090352), 18.69830567830822]",12.476067272619176
3,5,0,Pablo secuestró la camioneta en el aeropuerto durante una hora.,"[('ĠPablo', 27.06364672569226), ('ĠsecuestrÃ³', 10.790288610087943), ('Ġla', 6.38681720343221), ('Ġcamioneta', 3.9141139389422652), ('Ġen', 1.0243380937703883), ('Ġel', 4.453073170216135), ('Ġaeropuerto', 7.100486042480969), ('Ġdurante', 11.6877662182632), ('Ġuna', 2.5542500422751018), ('Ġhora.', 4.427760161722869), 18.672155028313927]",3.9141139389422652
15,0,1,Lucía destrozó a la oponente en el bar en diez minutos.,"[('ĠLucÃŃa', 26.720919699052853), ('ĠdestrozÃ³', 9.459143999548118), ('Ġa', 1.7454477960230241), ('Ġla', 3.2963883733997377), ('Ġoponente', 16.602722187011924), ('Ġen', 1.1350651972630204), ('Ġel', 1.9176292588302302), ('Ġbar', 10.644283497932417), ('Ġen', 2.345569799656167), ('Ġdiez', 11.405273019400777), ('Ġminutos.', 1.7816148875862186), 17.44230090061855]",16.602722187011924
15,1,1,Lucía destrozó a una oponente en el bar en diez minutos.,"[('ĠLucÃŃa', 26.720919699052853), ('ĠdestrozÃ³', 9.459143999548118), ('Ġa', 1.7454477960230241), ('Ġuna', 6.36452412429677), ('Ġoponente', 14.939131253493562), ('Ġen', 1.0007229864610585), ('Ġel', 1.9950771740973736), ('Ġbar', 10.344160701495351), ('Ġen', 2.1922989848197623), ('Ġdiez', 12.08790518134423), ('Ġminutos.', 1.7470385495521796), 17.358200696416034]",14.939131253493562
15,3,0,Lucía destrozó la oponente en el bar en diez minutos.,"[('ĠLucÃŃa', 26.720919699052853), ('ĠdestrozÃ³', 9.459143999548118), ('Ġla', 3.1363055461154286), ('Ġoponente', 21.50970779178906), ('Ġen', 1.3247167625467984), ('Ġel', 1.8723200854951216), ('Ġbar', 10.825012498487505), ('Ġen', 2.352737099596979), ('Ġdiez', 11.021845266538783), ('Ġminutos.', 1.77783195719784), 17.48659331252176]",21.50970779178906
15,4,0,Lucía destrozó una oponente en el bar en diez minutos.,"[('ĠLucÃŃa', 26.720919699052853), ('ĠdestrozÃ³', 9.459143999548118), ('Ġuna', 6.290135436423173), ('Ġoponente', 18.99851481003602), ('Ġen', 0.9864951259993555), ('Ġel', 1.914893014855003), ('Ġbar', 10.78472934614121), ('Ġen', 2.2346745049687424), ('Ġdiez', 11.877141130642462), ('Ġminutos.', 1.7060736579778655), 17.41195421790851]",18.99851481003602
