id,type,sentence,hasQuestion,question,answer,oov,gru_all,gru_obj,tf_all,tf_obj
12,4,Paula abatió una contrincante en el ring en pocos minutos.,True,El combate duró varias horas.,NO,False,"[13.3474, 13.0823, 6.1846, 14.323, 2.1701, 1.271, 8.7841, 3.4934, 8.0171, 0.2239]",14.323,"[13.7652, 14.0732, 5.1278, 14.9714, 2.5289, 0.991, 8.379, 3.1934, 8.0807, 0.3029]",14.9714
12,5,Paula abatió la resistencia en el ring en pocos minutos.,True,El combate duró varias horas.,NO,False,"[13.3474, 13.0823, 4.1269, 14.0403, 4.1603, 1.6099, 10.225, 3.7308, 7.0856, 0.1587]",14.0403,"[13.7652, 14.0732, 4.1057, 14.3904, 4.0649, 1.1419, 8.077, 3.5499, 7.4305, 0.2867]",14.3904
13,0,Martina atropelló a la anciana en el aparcamiento en pocos minutos.,False,,,False,"[13.4571, 12.7432, 1.2496, 1.6604, 13.2466, 2.7014, 1.5736, 8.9521, 3.1411, 8.4255, 0.3131]",13.2466,"[13.8559, 13.4198, 0.3927, 1.7382, 12.6927, 2.3442, 1.0983, 9.2165, 2.5727, 7.6601, 0.3307]",12.6927
13,1,Martina atropelló a una anciana en el aparcamiento en pocos minutos.,False,,,False,"[13.4571, 12.7432, 1.2496, 3.1493, 12.7244, 2.3222, 1.3015, 9.4092, 2.8468, 8.4263, 0.4027]",12.7244,"[13.8559, 13.4198, 0.3927, 2.0005, 11.3597, 1.9292, 1.1119, 9.1669, 2.4792, 7.6231, 0.2987]",11.3597
13,2,Martina atropelló a la carreta en el aparcamiento en pocos minutos.,False,,,False,"[13.4571, 12.7432, 1.2496, 1.6604, 13.6967, 2.9903, 1.5589, 9.0974, 3.3143, 8.0682, 0.3]",13.6967,"[13.8559, 13.4198, 0.3927, 1.7382, 14.3621, 2.6649, 1.125, 9.0325, 2.7205, 7.6856, 0.3405]",14.3621
13,3,Martina atropelló la anciana en el aparcamiento en pocos minutos.,False,,,False,"[13.4571, 12.7432, 4.9305, 13.4837, 3.0632, 1.6041, 8.644, 3.3059, 8.1843, 0.2523]",13.4837,"[13.8559, 13.4198, 6.9146, 13.4919, 2.1813, 1.0527, 9.2686, 2.5338, 7.6201, 0.2844]",13.4919
13,4,Martina atropelló una anciana en el aparcamiento en pocos minutos.,False,,,False,"[13.4571, 12.7432, 6.512, 13.067, 2.4074, 1.3237, 8.9291, 3.0206, 8.3132, 0.3399]",13.067,"[13.8559, 13.4198, 7.3144, 12.3157, 1.8194, 1.0615, 9.2266, 2.4449, 7.5895, 0.2574]",12.3157
13,5,Martina atropelló la carreta en el aparcamiento en pocos minutos.,False,,,False,"[13.4571, 12.7432, 4.9305, 13.444, 3.2164, 1.6176, 8.6412, 3.4284, 7.8465, 0.2447]",13.444,"[13.8559, 13.4198, 6.9146, 14.2793, 2.6754, 1.088, 9.0902, 2.658, 7.6654, 0.2981]",14.2793
14,0,Helena derribó a la futbolista en el campo durante el partido.,True,Helena estaba jugando un partido de fútbol.,SI,False,"[13.4248, 13.0911, 2.5764, 1.8254, 13.708, 2.7765, 1.3974, 5.3418, 6.4596, 0.8904, 5.2473]",13.708,"[13.8085, 13.671, 2.0704, 1.9546, 14.0293, 3.6075, 0.8266, 4.0085, 6.6071, 0.8604, 3.3563]",14.0293
14,1,Helena derribó a una futbolista en el campo durante el partido.,True,Helena estaba jugando un partido de fútbol.,SI,False,"[13.4248, 13.0911, 2.5764, 3.3487, 13.7548, 2.2455, 1.1937, 4.9102, 6.5744, 0.911, 5.2161]",13.7548,"[13.8085, 13.671, 2.0704, 3.8689, 13.8682, 3.0816, 0.824, 3.9995, 6.6335, 0.8505, 3.404]",13.8682
14,2,Helena derribó a la barrera en el campo durante el partido.,True,Helena estaba en un campo de fútbol.,SI,False,"[13.4248, 13.0911, 2.5764, 1.8254, 13.4983, 3.001, 1.6124, 4.2678, 6.7227, 1.0144, 5.651]",13.4983,"[13.8085, 13.671, 2.0704, 1.9546, 13.9736, 3.3106, 1.1659, 3.8047, 6.7348, 0.9315, 4.2933]",13.9736
14,3,Helena derribó la futbolista en el campo durante el partido.,True,Helena estaba jugando un partido de fútbol.,SI,False,"[13.4248, 13.0911, 2.734, 13.8336, 3.1736, 1.3497, 4.9133, 6.4623, 0.8772, 5.2502]",13.8336,"[13.8085, 13.671, 2.6269, 15.0033, 3.6879, 0.8324, 3.7464, 6.7034, 0.825, 3.2807]",15.0033
14,4,Helena derribó una futbolista en el campo durante el partido.,True,Helena estaba jugando un partido de fútbol.,SI,False,"[13.4248, 13.0911, 4.1953, 14.1437, 2.278, 1.1349, 4.552, 6.6845, 0.9227, 5.2217]",14.1437,"[13.8085, 13.671, 3.1962, 15.6097, 2.9772, 0.823, 3.7796, 6.7276, 0.8244, 3.3334]",15.6097
14,5,Helena derribó la barrera en el campo durante el partido.,True,Helena estaba en un campo de fútbol.,SI,False,"[13.4248, 13.0911, 2.734, 12.9263, 3.0508, 1.5934, 3.8351, 6.6486, 1.0228, 5.5174]",12.9263,"[13.8085, 13.671, 2.6269, 13.9321, 3.4042, 1.1293, 3.6465, 6.7588, 0.8801, 4.2513]",13.9321
15,0,Lucía destrozó a la oponente en el bar en diez minutos.,True,Lucia estuvo en una pelea de bar.,SI,False,"[13.4272, 13.1131, 1.8692, 1.6587, 14.255, 2.722, 1.4763, 7.6419, 3.9078, 9.8517, 1.8654]",14.255,"[13.8495, 14.28, 2.4409, 1.8772, 14.5732, 2.6181, 1.0011, 8.6995, 3.6602, 8.7785, 1.0813]",14.5732
15,1,Lucía destrozó a una oponente en el bar en diez minutos.,True,Lucia estuvo en una pelea de bar.,SI,False,"[13.4272, 13.1131, 1.8692, 3.5611, 14.2444, 2.099, 1.1953, 7.5546, 3.5923, 9.5524, 2.0345]",14.2444,"[13.8495, 14.28, 2.4409, 3.9904, 13.9466, 2.672, 0.9971, 8.5073, 3.6797, 8.685, 1.0096]",13.9466
15,2,Lucía destrozó a la mesa en el bar en diez minutos.,True,Lucia estaba en un bar.,SI,False,"[13.4272, 13.1131, 1.8692, 1.6587, 14.682, 2.1192, 1.2755, 7.6878, 3.7459, 9.9529, 1.8952]",14.682,"[13.8495, 14.28, 2.4409, 1.8772, 14.3312, 4.2687, 1.1204, 8.5487, 3.7523, 8.9786, 1.1012]",14.3312
15,3,Lucía destrozó la oponente en el bar en diez minutos.,True,Lucia estuvo en una pelea de bar.,SI,False,"[13.4272, 13.1131, 3.0397, 14.1877, 2.9204, 1.5239, 7.1565, 4.2015, 9.9088, 1.7525]",14.1877,"[13.8495, 14.28, 2.035, 15.2409, 2.7469, 0.9562, 8.561, 3.6213, 8.8486, 0.9808]",15.2409
15,4,Lucía destrozó una oponente en el bar en diez minutos.,True,Lucia estuvo en una pelea de bar.,SI,False,"[13.4272, 13.1131, 4.6551, 14.6148, 2.0767, 1.2327, 7.1502, 3.9433, 9.761, 1.8694]",14.6148,"[13.8495, 14.28, 3.4259, 15.1307, 2.7733, 0.9752, 8.2733, 3.6162, 8.7313, 0.9138]",15.1307
15,5,Lucía destrozó la mesa en el bar en diez minutos.,True,Lucia estaba en un bar.,SI,False,"[13.4272, 13.1131, 3.0397, 13.8112, 2.1171, 1.3314, 7.1287, 4.0257, 10.0435, 1.8349]",13.8112,"[13.8495, 14.28, 2.035, 15.1939, 4.2385, 1.0548, 8.3578, 3.6812, 9.055, 0.989]",15.1939
16,0,Valentina venció a la adversaria en la guerra en dos años.,True,La guerra duró más de dos años.,NO,False,"[13.4705, 12.186, 0.9043, 1.4636, 14.3368, 2.9726, 1.5917, 6.0787, 4.4042, 6.5625, 2.4256]",14.3368,"[13.7697, 12.8445, 0.4782, 1.7789, 15.2268, 2.6358, 1.6861, 5.266, 3.8839, 6.278, 2.9373]",15.2268
16,1,Valentina venció a una adversaria en la guerra en dos años.,True,La guerra duró más de dos años.,NO,False,"[13.4705, 12.186, 0.9043, 3.1052, 14.4891, 2.2931, 1.5213, 6.2817, 4.2523, 6.3834, 2.1739]",14.4891,"[13.7697, 12.8445, 0.4782, 3.2465, 14.613, 2.4003, 1.7002, 5.8699, 3.8542, 6.3271, 2.9543]",14.613
16,2,Valentina venció a la resistencia en la guerra en dos años.,True,La guerra duró más de dos años.,NO,False,"[13.4705, 12.186, 0.9043, 1.4636, 14.6729, 4.0863, 1.9555, 6.0136, 4.4103, 6.6064, 2.4479]",14.6729,"[13.7697, 12.8445, 0.4782, 1.7789, 15.4797, 3.8496, 1.5973, 6.3679, 3.9426, 6.2099, 3.0473]",15.4797
16,3,Valentina venció la adversaria en la guerra en dos años.,True,La guerra duró más de dos años.,NO,False,"[13.4705, 12.186, 4.5604, 14.0441, 2.9787, 1.4446, 6.1571, 4.3442, 6.468, 2.489]",14.0441,"[13.7697, 12.8445, 4.3745, 15.4535, 2.714, 1.7064, 5.3285, 3.7887, 6.3056, 2.9975]",15.4535
16,4,Valentina venció una adversaria en la guerra en dos años.,True,La guerra duró más de dos años.,NO,False,"[13.4705, 12.186, 5.9952, 14.5967, 2.2577, 1.324, 6.4787, 4.3203, 6.456, 2.3651]",14.5967,"[13.7697, 12.8445, 5.9902, 15.4491, 2.4732, 1.7616, 5.9133, 3.7445, 6.3729, 3.0291]",15.4491
16,5,Valentina venció la resistencia en la guerra en dos años.,True,La guerra duró más de dos años.,NO,False,"[13.4705, 12.186, 4.5604, 13.9922, 3.9916, 1.8181, 6.1097, 4.1603, 6.5139, 2.5635]",13.9922,"[13.7697, 12.8445, 4.3745, 15.4345, 4.0233, 1.6597, 6.4598, 3.9119, 6.1929, 3.124]",15.4345
17,0,Luis zarandeó a la mujer en la casa durante algunos minutos.,False,,,True,"[13.3746, 14.4119, 5.8955, 1.8765, 15.1828, 3.4428, 1.6227, 6.4487, 5.4675, 7.4749, 3.6217]",15.1828,"[13.7604, 15.3071, 6.7357, 1.5956, 14.8596, 3.59, 1.736, 4.2551, 8.3106, 7.089, 4.0402]",14.8596
17,1,Luis zarandeó a una mujer en la casa durante algunos minutos.,False,,,True,"[13.3746, 14.4119, 5.8955, 4.3161, 13.595, 2.7411, 1.5216, 5.6122, 5.6501, 7.7614, 4.6772]",13.595,"[13.7604, 15.3071, 6.7357, 4.1951, 13.9206, 3.2043, 1.8216, 4.0741, 8.3666, 7.0737, 3.9629]",13.9206
17,2,Luis zarandeó a la muñeca en la casa durante algunos minutos.,False,,,True,"[13.3746, 14.4119, 5.8955, 1.8765, 14.7117, 4.1878, 1.6888, 5.1444, 5.9268, 6.7988, 2.8164]",14.7117,"[13.7604, 15.3071, 6.7357, 1.5956, 15.2675, 3.6928, 1.4694, 4.7753, 7.6321, 6.731, 3.1728]",15.2675
17,3,Luis zarandeó la mujer en la casa durante algunos minutos.,False,,,True,"[13.3746, 14.4119, 4.528, 15.5181, 3.8891, 1.481, 5.8576, 5.6081, 7.6336, 3.2596]",15.5181,"[13.7604, 15.3071, 7.1897, 14.4772, 4.2028, 1.7343, 4.1715, 8.6925, 7.4243, 3.9505]",14.4772
17,4,Luis zarandeó una mujer en la casa durante algunos minutos.,False,,,True,"[13.3746, 14.4119, 6.4028, 14.6189, 3.0081, 1.3072, 5.1466, 5.9824, 7.9172, 4.1209]",14.6189,"[13.7604, 15.3071, 7.8734, 13.4942, 3.4942, 1.8616, 4.0133, 8.7128, 7.3708, 3.8627]",13.4942
17,5,Luis zarandeó la muñeca en la casa durante algunos minutos.,False,,,True,"[13.3746, 14.4119, 4.528, 14.5298, 4.492, 1.5766, 4.6851, 5.917, 6.8868, 2.5966]",14.5298,"[13.7604, 15.3071, 7.1897, 15.252, 4.0667, 1.499, 4.6672, 7.8589, 7.0526, 3.1231]",15.252
18,0,María transportó a la mochilera en la furgoneta durante un día.,True,María iba en bicicleta.,NO,False,"[13.3561, 14.3801, 4.4587, 1.893, 14.4161, 3.1945, 1.6189, 13.6407, 5.1589, 2.5905, 4.7098]",14.4161,"[13.9965, 15.1776, 2.7258, 1.6212, 14.9521, 3.38, 1.5229, 14.1685, 4.9992, 2.2799, 3.5657]",14.9521
18,1,María transportó a una mochilera en la furgoneta durante un día.,True,María iba en bicicleta.,NO,False,"[13.3561, 14.3801, 4.4587, 4.0258, 13.9839, 2.4072, 1.5286, 14.1797, 5.0123, 2.2072, 4.7131]",13.9839,"[13.9965, 15.1776, 2.7258, 4.3288, 14.9442, 3.027, 1.5205, 14.1187, 5.1704, 2.11, 3.6058]",14.9442
18,2,María transportó a la guitarra en la furgoneta durante un día.,True,María iba en bicicleta.,NO,False,"[13.3561, 14.3801, 4.4587, 1.893, 13.8582, 3.3581, 2.0224, 13.4415, 5.0019, 2.5959, 4.7037]",13.8582,"[13.9965, 15.1776, 2.7258, 1.6212, 13.8273, 3.1987, 1.4787, 14.6591, 4.8639, 2.1775, 3.5011]",13.8273
18,3,María transportó la mochilera en la furgoneta durante un día.,True,María iba en bicicleta.,NO,False,"[13.3561, 14.3801, 4.753, 13.885, 3.3515, 1.4607, 13.6493, 5.2878, 2.5189, 4.6885]",13.885,"[13.9965, 15.1776, 3.3861, 15.2362, 3.2492, 1.4838, 14.1512, 4.9785, 2.3179, 3.5972]",15.2362
18,4,María transportó una mochilera en la furgoneta durante un día.,True,María iba en bicicleta.,NO,False,"[13.3561, 14.3801, 6.8416, 14.1277, 2.4023, 1.2998, 14.0676, 5.2402, 2.0386, 4.5633]",14.1277,"[13.9965, 15.1776, 6.0997, 15.7945, 2.9776, 1.5431, 14.0565, 5.1481, 2.1158, 3.6456]",15.7945
18,5,María transportó la guitarra en la furgoneta durante un día.,True,María iba en bicicleta.,NO,False,"[13.3561, 14.3801, 4.753, 13.3594, 3.6735, 1.8602, 13.5467, 5.108, 2.5246, 4.6637]",13.3594,"[13.9965, 15.1776, 3.3861, 13.9768, 3.3433, 1.4696, 14.5975, 4.8955, 2.2057, 3.5426]",13.9768
19,0,Lucas arrastró a la víctima en la calle por un tiempo.,False,,,False,"[13.2994, 13.2372, 1.2948, 1.3801, 14.0146, 2.9761, 1.9764, 5.4494, 2.8412, 3.1472, 6.2073]",14.0146,"[13.766, 14.0836, 0.4736, 1.6332, 13.4964, 3.2086, 1.7603, 4.2549, 2.7219, 2.7126, 7.0836]",13.4964
19,1,Lucas arrastró a una víctima en la calle por un tiempo.,False,,,False,"[13.2994, 13.2372, 1.2948, 3.5183, 13.6893, 2.2395, 1.9083, 5.3246, 2.5642, 2.7382, 6.387]",13.6893,"[13.766, 14.0836, 0.4736, 3.3604, 13.7006, 2.9566, 1.7627, 4.0777, 2.6775, 2.583, 7.1434]",13.7006
19,2,Lucas arrastró a la carreta en la calle por un tiempo.,False,,,False,"[13.2994, 13.2372, 1.2948, 1.3801, 14.1178, 3.076, 1.5348, 5.4152, 3.1115, 3.2884, 5.866]",14.1178,"[13.766, 14.0836, 0.4736, 1.6332, 14.5086, 2.8936, 1.6005, 4.5637, 3.1063, 3.066, 6.1738]",14.5086
19,3,Lucas arrastró la víctima en la calle por un tiempo.,False,,,False,"[13.2994, 13.2372, 3.6628, 14.4493, 3.4301, 1.9111, 5.129, 3.0445, 2.8885, 6.1742]",14.4493,"[13.766, 14.0836, 3.7259, 14.8966, 3.3762, 1.7396, 4.2614, 2.9463, 2.7096, 7.1219]",14.8966
19,4,Lucas arrastró una víctima en la calle por un tiempo.,False,,,False,"[13.2994, 13.2372, 5.455, 14.8756, 2.2043, 1.7216, 5.0482, 2.8615, 2.5943, 6.4578]",14.8756,"[13.766, 14.0836, 4.7069, 15.7586, 3.0178, 1.7665, 4.0802, 2.8923, 2.5636, 7.1976]",15.7586
19,5,Lucas arrastró la carreta en la calle por un tiempo.,False,,,False,"[13.2994, 13.2372, 3.6628, 13.939, 3.2379, 1.3739, 5.1972, 3.42, 3.0294, 5.7586]",13.939,"[13.766, 14.0836, 3.7259, 14.8895, 2.8925, 1.6031, 4.6656, 3.3312, 3.0538, 6.1775]",14.8895
20,0,Claudia maltrató a la compañera en la casa durante varios años.,False,,,False,"[13.3014, 13.1447, 2.116, 1.5253, 13.7081, 3.2026, 1.7187, 5.8972, 6.3321, 6.1756, 1.6744]",13.7081,"[13.7315, 14.4514, 0.9728, 1.6477, 13.7369, 3.1624, 1.9088, 4.3475, 6.8157, 5.6203, 1.3632]",13.7369
20,1,Claudia maltrató a una compañera en la casa durante varios años.,False,,,False,"[13.3014, 13.1447, 2.116, 3.8303, 13.0524, 2.4441, 1.638, 5.487, 6.4502, 6.1082, 1.4981]",13.0524,"[13.7315, 14.4514, 0.9728, 3.5138, 11.836, 2.8511, 1.9541, 4.4835, 6.9447, 5.5777, 1.4246]",11.836
20,2,Claudia maltrató a la camiseta en la casa durante varios años.,False,,,False,"[13.3014, 13.1447, 2.116, 1.5253, 14.1814, 3.2727, 1.7711, 5.7126, 5.9789, 6.0372, 1.8353]",14.1814,"[13.7315, 14.4514, 0.9728, 1.6477, 12.904, 3.9737, 1.3736, 6.3594, 6.7383, 5.7048, 1.571]",12.904
20,3,Claudia maltrató la compañera en la casa durante varios años.,False,,,False,"[13.3014, 13.1447, 4.2999, 14.181, 3.6716, 1.5902, 5.2775, 6.3848, 6.2464, 1.6707]",14.181,"[13.7315, 14.4514, 4.7851, 14.3981, 3.5328, 1.9199, 4.2745, 6.8636, 5.5329, 1.3992]",14.3981
20,4,Claudia maltrató una compañera en la casa durante varios años.,False,,,False,"[13.3014, 13.1447, 6.4307, 13.7963, 2.4913, 1.4744, 5.2455, 6.6367, 6.1886, 1.5981]",13.7963,"[13.7315, 14.4514, 5.5635, 13.4032, 3.0765, 2.0032, 4.3265, 7.0398, 5.5223, 1.4803]",13.4032
20,5,Claudia maltrató la camiseta en la casa durante varios años.,False,,,False,"[13.3014, 13.1447, 4.2999, 13.3547, 3.4437, 1.6567, 5.2367, 5.9325, 6.0665, 1.7979]",13.3547,"[13.7315, 14.4514, 4.7851, 12.2488, 3.9305, 1.4102, 6.1833, 6.8817, 5.6184, 1.6224]",12.2488
21,0,Hugo apaleó a la rebelde en la calle durante varios minutos.,False,,,False,"[13.327, 14.9599, 2.428, 1.8236, 15.2927, 2.8854, 1.8753, 5.3706, 5.9276, 6.3386, 4.7096]",15.2927,"[13.8611, 14.1347, 2.4924, 1.6709, 15.9103, 2.9358, 1.9634, 5.5438, 5.9147, 5.9614, 4.8464]",15.9103
21,1,Hugo apaleó a una rebelde en la calle durante varios minutos.,False,,,False,"[13.327, 14.9599, 2.428, 4.4326, 15.0744, 2.3642, 1.7653, 5.1076, 5.9096, 6.2987, 4.9649]",15.0744,"[13.8611, 14.1347, 2.4924, 4.3174, 14.4957, 2.9218, 2.0181, 5.9089, 5.8786, 5.9028, 4.8384]",14.4957
21,2,Hugo apaleó a la muñeca en la calle durante varios minutos.,False,,,False,"[13.327, 14.9599, 2.428, 1.8236, 14.7228, 3.5843, 1.7211, 4.0702, 5.868, 6.4044, 4.2721]",14.7228,"[13.8611, 14.1347, 2.4924, 1.6709, 14.4431, 3.6249, 1.5525, 5.0654, 6.2397, 6.0426, 4.3419]",14.4431
21,3,Hugo apaleó la rebelde en la calle durante varios minutos.,False,,,False,"[13.327, 14.9599, 3.8702, 14.6866, 3.2878, 1.7166, 4.9474, 5.8645, 6.3047, 4.5299]",14.6866,"[13.8611, 14.1347, 3.9955, 16.4294, 3.2589, 1.9945, 5.6358, 6.0922, 5.9312, 4.7233]",16.4294
21,4,Hugo apaleó una rebelde en la calle durante varios minutos.,False,,,False,"[13.327, 14.9599, 5.9181, 15.0825, 2.3963, 1.5378, 4.9192, 6.0064, 6.2768, 4.779]",15.0825,"[13.8611, 14.1347, 5.5406, 15.7144, 3.1431, 2.0594, 5.7926, 6.0102, 5.8836, 4.7162]",15.7144
21,5,Hugo apaleó la muñeca en la calle durante varios minutos.,False,,,False,"[13.327, 14.9599, 3.8702, 14.4004, 4.0027, 1.5753, 3.8541, 5.7044, 6.3597, 4.0852]",14.4004,"[13.8611, 14.1347, 3.9955, 14.5135, 4.0684, 1.5648, 5.1649, 6.3467, 6.0635, 4.2476]",14.5135
22,0,Carla asedió a la contrincante en la región durante bastante tiempo.,True,Hubo un asedio en la región.,SI,True,"[13.3693, 13.2191, 4.4948, 2.0387, 14.5711, 3.1517, 1.5036, 5.3936, 6.1578, 12.1289, 0.9653]",14.5711,"[13.7613, 14.2983, 5.8162, 1.9406, 14.4412, 3.2219, 1.6162, 5.5789, 5.5031, 11.2388, 0.4689]",14.4412
22,1,Carla asedió a una contrincante en la región durante bastante tiempo.,True,Hubo un asedio en la región.,SI,True,"[13.3693, 13.2191, 4.4948, 4.1898, 14.2646, 2.3176, 1.4551, 5.7749, 6.0678, 11.5853, 1.3375]",14.2646,"[13.7613, 14.2983, 5.8162, 4.0016, 14.0207, 2.9208, 1.6475, 5.8045, 5.5752, 11.1284, 0.4602]",14.0207
22,2,Carla asedió a la ciudad en la región durante bastante tiempo.,True,Hubo un asedio en la región.,SI,True,"[13.3693, 13.2191, 4.4948, 2.0387, 14.3671, 3.2677, 2.4175, 3.6436, 7.1107, 11.7336, 0.7929]",14.3671,"[13.7613, 14.2983, 5.8162, 1.9406, 15.1037, 4.3729, 1.9972, 5.0007, 5.9454, 11.436, 0.5166]",15.1037
22,3,Carla asedió la contrincante en la región durante bastante tiempo.,True,Hubo un asedio en la región.,SI,True,"[13.3693, 13.2191, 3.9838, 14.3303, 3.4118, 1.3374, 5.3115, 6.1299, 11.6855, 1.0402]",14.3303,"[13.7613, 14.2983, 6.6086, 14.59, 3.9636, 1.6087, 5.3877, 5.8286, 11.222, 0.4824]",14.59
22,4,Carla asedió una contrincante en la región durante bastante tiempo.,True,Hubo un asedio en la región.,SI,True,"[13.3693, 13.2191, 5.9045, 14.6694, 2.3341, 1.2785, 5.7283, 6.1498, 11.3041, 1.4402]",14.6694,"[13.7613, 14.2983, 7.3101, 14.6647, 2.9702, 1.6963, 5.5789, 5.8772, 11.0921, 0.4723]",14.6647
22,5,Carla asedió la ciudad en la región durante bastante tiempo.,True,Hubo un asedio en la región.,SI,True,"[13.3693, 13.2191, 3.9838, 13.7857, 4.0498, 2.5612, 3.6218, 7.3508, 11.2612, 0.9124]",13.7857,"[13.7613, 14.2983, 6.6086, 15.7659, 5.1416, 2.0319, 4.9069, 6.3494, 11.4168, 0.5274]",15.7659
23,0,Daniel remolcó a la enferma en la calle durante algunos minutos.,False,,,False,"[13.3022, 13.5079, 3.3602, 1.7198, 13.9137, 3.0729, 1.5341, 5.6432, 6.0968, 6.9644, 3.496]",13.9137,"[13.876, 14.2553, 3.3471, 1.7993, 14.0708, 2.767, 1.6529, 5.3499, 5.9715, 6.6308, 3.3835]",14.0708
23,1,Daniel remolcó a una enferma en la calle durante algunos minutos.,False,,,False,"[13.3022, 13.5079, 3.3602, 4.0038, 13.2458, 2.3843, 1.4595, 5.53, 6.058, 7.016, 3.6883]",13.2458,"[13.876, 14.2553, 3.3471, 3.9591, 13.1167, 2.598, 1.6721, 5.5211, 5.9562, 6.679, 3.2962]",13.1167
23,2,Daniel remolcó a la motocicleta en la calle durante algunos minutos.,False,,,False,"[13.3022, 13.5079, 3.3602, 1.7198, 14.2358, 3.2598, 1.8949, 4.7398, 6.0307, 6.9541, 3.2918]",14.2358,"[13.876, 14.2553, 3.3471, 1.7993, 14.407, 2.474, 1.8391, 4.6955, 5.9636, 6.84, 3.2772]",14.407
23,3,Daniel remolcó la enferma en la calle durante algunos minutos.,False,,,False,"[13.3022, 13.5079, 4.0706, 13.8079, 3.2932, 1.3681, 5.2919, 6.0771, 6.8813, 3.2813]",13.8079,"[13.876, 14.2553, 3.2406, 13.9711, 3.0349, 1.6596, 5.4454, 6.1304, 6.8325, 3.2537]",13.9711
23,4,Daniel remolcó una enferma en la calle durante algunos minutos.,False,,,False,"[13.3022, 13.5079, 6.1766, 13.6099, 2.3592, 1.2485, 5.4241, 6.1391, 6.9598, 3.4833]",13.6099,"[13.876, 14.2553, 4.6958, 13.4878, 2.7202, 1.7124, 5.5059, 6.0892, 6.8788, 3.1641]",13.4878
23,5,Daniel remolcó la motocicleta en la calle durante algunos minutos.,False,,,False,"[13.3022, 13.5079, 4.0706, 14.1672, 3.6838, 1.7424, 4.2958, 5.9745, 6.9442, 3.0496]",14.1672,"[13.876, 14.2553, 3.2406, 14.7189, 2.7174, 1.8266, 4.851, 6.105, 7.0716, 3.1435]",14.7189
24,0,Coral guió a la turista en el palacio en una hora.,False,,,False,"[13.6344, 12.9844, 1.6391, 1.4603, 13.408, 2.4617, 1.4519, 5.8391, 5.5263, 3.5106, 6.7443]",13.408,"[14.2096, 13.9628, 0.7437, 1.5701, 14.1727, 3.0464, 0.8213, 5.4061, 6.8463, 3.8205, 6.8932]",14.1727
24,1,Coral guió a una turista en el palacio en una hora.,False,,,False,"[13.6344, 12.9844, 1.6391, 3.3817, 13.0777, 2.0362, 1.1924, 5.7387, 5.5753, 2.9782, 6.5319]",13.0777,"[14.2096, 13.9628, 0.7437, 3.6118, 12.891, 2.9672, 0.8722, 5.4497, 6.7216, 3.7185, 6.8725]",12.891
24,2,Coral guió a la decisión en el palacio en una hora.,False,,,False,"[13.6344, 12.9844, 1.6391, 1.4603, 14.0468, 5.8531, 1.3254, 7.4421, 5.6091, 3.5856, 6.5865]",14.0468,"[14.2096, 13.9628, 0.7437, 1.5701, 15.8983, 4.5698, 0.865, 5.7107, 7.0375, 3.9618, 6.371]",15.8983
24,3,Coral guió la turista en el palacio en una hora.,False,,,False,"[13.6344, 12.9844, 3.9249, 13.5705, 2.7315, 1.4531, 5.5762, 5.8384, 3.2728, 6.8816]",13.5705,"[14.2096, 13.9628, 2.9199, 15.7422, 2.9381, 0.8167, 5.4711, 6.8392, 3.8128, 7.072]",15.7422
24,4,Coral guió una turista en el palacio en una hora.,False,,,False,"[13.6344, 12.9844, 5.6622, 13.6535, 2.0618, 1.1851, 5.3584, 5.9664, 2.9324, 6.5697]",13.6535,"[14.2096, 13.9628, 4.8006, 14.6198, 2.9881, 0.8715, 5.4938, 6.664, 3.7067, 7.0622]",14.6198
24,5,Coral guió la decisión en el palacio en una hora.,False,,,False,"[13.6344, 12.9844, 3.9249, 13.0765, 5.6883, 1.41, 7.4877, 5.6502, 3.4768, 6.5766]",13.0765,"[14.2096, 13.9628, 2.9199, 15.5383, 4.7088, 0.8393, 5.709, 7.0122, 3.9422, 6.5924]",15.5383
25,0,Pedro observó a la secretaria en la oficina durante una hora.,True,Pedro observó durante unos minutos.,NO,False,"[13.3286, 14.2362, 2.2513, 1.7989, 13.4553, 4.9895, 1.5854, 7.3779, 8.8041, 3.5931, 7.1116]",13.4553,"[13.7966, 15.5229, 3.5198, 1.8372, 14.1588, 5.6036, 1.6954, 7.4379, 9.0438, 3.3048, 4.5603]",14.1588
25,1,Pedro observó a una secretaria en la oficina durante una hora.,True,Pedro observó durante unos minutos.,NO,False,"[13.3286, 14.2362, 2.2513, 3.769, 13.4344, 3.7092, 1.4966, 8.222, 8.762, 3.278, 6.3865]",13.4344,"[13.7966, 15.5229, 3.5198, 3.965, 14.7732, 4.6964, 1.6406, 7.6586, 9.1247, 3.2028, 4.4971]",14.7732
25,2,Pedro observó a la planta en la oficina durante una hora.,True,Pedro observó durante unos minutos.,NO,False,"[13.3286, 14.2362, 2.2513, 1.7989, 14.9774, 5.0657, 1.9542, 7.4654, 8.7627, 3.0551, 6.2249]",14.9774,"[13.7966, 15.5229, 3.5198, 1.8372, 15.6261, 4.1894, 1.6041, 6.946, 8.6666, 3.355, 4.3189]",15.6261
