acceptability,affectedness,answer,comprehension,hasQuestion,id,live_row,offline,practice,question,response,sentence,subject_nr,type,catalan,latin
0,no,0,0,0,100,7,no,no,0,"[0.6690239906311035, 0.4807460308074951, 0.16725873947143555, 1.4943163394927979, 0.17017817497253418, 0.6457457542419434, 0.13768839836120605, 1.0681796073913574, 0.6126613616943359, 0.42530083656311035]",Estuvieron caminando a la orilla del mar toda la tarde.,14,1,1,0
0,no,NO,E,1,100,8,no,no,El coche era azul.,"[0.5740141868591309, 0.41002964973449707, 0.5343620777130127, 0.3903205394744873, 0.42428016662597656, 0.4634532928466797, 0.39615774154663086, 0.36905956268310547, 0.1626753807067871, 0.3958923816680908]",El coche rojo aparcó frente a la casa de Marta.,14,2,1,0
0,no,SI,A,1,101,9,no,no,Maria y su hermana estaban en la biblioteca.,"[0.5549211502075195, 0.39496493339538574, 0.4130275249481201, 0.39977097511291504, 0.3952209949493408, 0.36312198638916016, 0.4170346260070801, 0.3476543426513672, 0.39428043365478516]",María dio el libro su hermana en la biblioteca.,14,0,1,0
0,no,0,0,0,101,10,no,no,0,"[0.15155410766601562, 1.4932501316070557, 0.7949361801147461, 0.4445760250091553, 0.5815775394439697, 0.4517855644226074, 0.39582061767578125, 0.16540956497192383, 0.5567624568939209]",Me gusta caminar la ciudad cuando hace buen tiempo.,14,2,1,0
0,no,SI,E,1,27,11,no,no,Felipe es presentador de teatro.,"[0.13791275024414062, 1.2918531894683838, 0.4329252243041992, 0.45777082443237305, 0.13034915924072266, 0.5820503234863281, 0.6907315254211426, 0.6349277496337891, 0.5390996932983398, 0.17828631401062012, 0.21697521209716797]",Felipe anunció a una cantante en el escenario en cinco minutos.,14,1,1,0
0,no,NO,E,1,101,12,no,no,El profesor y los alumnos estaban fuera del aula.,"[0.5942370891571045, 0.42829370498657227, 0.48462557792663574, 0.4974794387817383, 0.6455764770507812, 0.5035152435302734, 0.4340200424194336, 0.43268799781799316, 0.44286680221557617]",El profesor explicó la lección los alumnos en clase.,14,0,1,0
0,no,NO,E,1,100,13,no,no,Viajan a Argentina cada invierno.,"[1.0023231506347656, 0.3640589714050293, 0.5813260078430176, 0.1665334701538086, 0.736835241317749, 0.3864021301269531, 0.5957050323486328, 0.37451839447021484, 0.5101263523101807]",Mis padres viajan en avión a Argentina cada verano.,14,1,1,0
0,no,NO,E,1,31,14,no,no,Miguel tuvo que esperar una semana.,"[0.5065882205963135, 0.6186623573303223, 0.49082422256469727, 0.3938751220703125, 0.438570499420166, 0.4750487804412842, 0.3899822235107422, 0.4736475944519043, 0.5184638500213623, 0.371354341506958, 0.49491167068481445]",Miguel recibió a una invitada en la casa en un día.,14,1,1,0
0,no,NO,E,1,100,15,no,no,Ayer fueron al teatro.,"[0.8554112911224365, 0.18375301361083984, 1.2157907485961914, 0.47945308685302734, 0.427396297454834, 0.43939757347106934, 0.43468689918518066, 0.41150999069213867, 0.46268749237060547]",Ayer fueron al cine a ver una película divertida.,14,2,1,0
0,no,0,0,0,29,16,no,no,0,"[0.7572851181030273, 0.671623706817627, 0.6429662704467773, 0.48631906509399414, 0.6363840103149414, 0.4530065059661865, 0.4249081611633301, 0.5166990756988525, 1.1817975044250488, 0.4006214141845703, 0.4093616008758545]",Alfonso miró a la granjera en la colina durante dos horas.,14,0,1,0
0,no,0,0,0,101,17,no,no,0,"[0.8752002716064453, 0.39574098587036133, 0.4882071018218994, 0.4530172348022461, 0.3901548385620117, 0.4638814926147461, 0.37427282333374023, 0.8088979721069336]",Salimos temprano para evitar el tráfico la carretera.,14,2,1,0
0,no,SI,A,1,0,18,no,no,La acción tuvo lugar en la calle.,"[0.6106231212615967, 0.6218717098236084, 0.5107319355010986, 0.46822404861450195, 0.6253221035003662, 0.5597314834594727, 0.48505234718322754, 0.45058560371398926, 0.5183141231536865, 0.44420766830444336, 0.6341052055358887]",Juan golpeó a la piedra en la calle en diez segundos.,14,2,1,0
0,no,SI,A,1,8,19,no,no,Helena estaba en el patio.,"[0.9797608852386475, 0.9160745143890381, 0.5738921165466309, 2.559396743774414, 0.11218762397766113, 0.6682901382446289, 0.15253281593322754, 0.5739049911499023, 0.17630600929260254, 0.5362882614135742]",Helena colgó la criminal en el patio en cinco minutos.,14,3,1,0
0,no,0,0,0,42,20,no,no,0,"[0.5314712524414062, 0.5389668941497803, 0.15677809715270996, 0.47457003593444824, 0.4225747585296631, 0.5923805236816406, 0.22085928916931152, 0.4925882816314697, 0.18896079063415527, 0.4349942207336426, 0.18513751029968262]",Ismael encontró a la dificultad en la carretera en pocas horas.,14,2,1,0
0,no,SI,A,1,101,21,no,no,Clara fue a la farmacia con su hermana.,"[0.15032219886779785, 0.9907054901123047, 0.5253422260284424, 0.46945810317993164, 0.44617486000061035, 0.45997190475463867, 0.668818473815918, 0.5192687511444092, 0.6011459827423096, 0.3547329902648926, 0.3885056972503662]",Clara fue con su hermanas a la farmacia después del desayuno.,14,1,1,0
0,no,NO,E,1,16,22,no,no,La guerra duró más de dos años.,"[0.7765512466430664, 0.4522688388824463, 0.5206394195556641, 0.4853706359863281, 0.6930098533630371, 0.37520456314086914, 0.5318746566772461, 0.5776963233947754, 0.40764284133911133, 0.374722957611084, 0.18680453300476074]",Valentina venció a una adversaria en la guerra en dos años.,14,1,1,0
0,no,NO,E,1,12,23,no,no,El combate duró varias horas.,"[0.44638991355895996, 0.44319915771484375, 0.5631976127624512, 0.4009883403778076, 0.5537352561950684, 0.45011472702026367, 0.48200416564941406, 0.5622007846832275, 0.47011876106262207, 0.38773560523986816, 0.44786596298217773]",Paula abatió a la resistencia en el ring en pocos minutos.,14,2,1,0
0,no,SI,A,1,41,24,no,no,Emma pasó semanas investigando.,"[0.575340986251831, 0.41598939895629883, 0.4296228885650635, 0.37572813034057617, 0.45574283599853516, 0.3884744644165039, 0.4191246032714844, 0.3912370204925537, 0.4253380298614502, 0.37736964225769043, 0.35700440406799316]",Emma investigó a una empresaria en la ciudad durante varias semanas.,14,1,1,0
0,no,NO,E,1,100,25,no,no,Lucía y su compañero estaban en el salón.,"[0.5662744045257568, 0.44662904739379883, 0.39015674591064453, 0.45475268363952637, 0.3181881904602051, 0.3465158939361572, 0.3769876956939697, 0.3724358081817627, 0.35434937477111816, 0.1927475929260254]",Lucía ofreció un café a su compañero en la cocina.,14,0,1,0
0,no,NO,E,1,100,26,no,no,Andrés contó una historia,"[1.1076059341430664, 0.5721254348754883, 0.528512716293335, 0.36115288734436035, 0.4237246513366699, 0.5223081111907959, 0.3457205295562744, 0.57871413230896, 0.4097423553466797, 0.8150184154510498]",Andrés cantó una canción a su hija antes de acostarla.,14,0,1,0
0,no,SI,A,1,32,27,no,no,Martin estaba en el hospital.,"[0.8260908126831055, 0.43683815002441406, 0.43486785888671875, 0.5721714496612549, 0.4221384525299072, 0.424297571182251, 0.4160630702972412, 0.3771820068359375, 0.37243175506591797, 0.4110090732574463]",Martín buscó la médica en el hospital durante dos horas.,14,3,1,0
0,no,0,0,0,101,28,no,no,0,"[0.7426297664642334, 0.39506959915161133, 0.3594522476196289, 0.5016064643859863, 0.470012903213501, 0.46384668350219727, 0.5310673713684082, 0.8042929172515869, 0.360262393951416, 0.42298054695129395]",El jefe convocó urgentemente a reunión a todos el empleados.,14,1,1,0
0,no,0,0,0,4,29,no,no,0,"[0.5731592178344727, 0.4367249011993408, 0.4718589782714844, 0.3567776679992676, 0.44597959518432617, 0.3375363349914551, 0.41953134536743164, 0.3372049331665039, 0.398479700088501, 0.5511517524719238]",Jorge arrolló la valla en la calle en un segundo.,14,5,1,0
0,no,0,0,0,47,30,no,no,0,"[0.6283681392669678, 0.494384765625, 0.9693548679351807, 0.3370020389556885, 0.4146604537963867, 0.4765303134918213, 0.39352893829345703, 0.4671144485473633, 0.348156213760376, 0.41903138160705566, 0.47015857696533203]",Marta descartó a la sospecha en la selección en un día.,14,2,1,0
0,no,0,0,0,24,31,no,no,0,"[0.6903014183044434, 0.46012282371520996, 0.5050764083862305, 0.43262720108032227, 0.38044023513793945, 0.4164762496948242, 0.40024352073669434, 0.3766028881072998, 0.43909239768981934, 0.3367116451263428, 0.4112064838409424]",Coral guió a la turista en el palacio en una hora.,14,0,1,0
0,no,0,0,0,101,32,no,no,0,"[0.6841042041778564, 0.49898743629455566, 0.4281148910522461, 0.451723575592041, 0.4595935344696045, 0.38533878326416016, 0.42730712890625, 0.39056396484375, 0.4038517475128174, 0.4723513126373291]",Sara contó la historia a sus hijo antes de dormir.,14,0,1,0
0,no,0,0,0,101,33,no,no,0,"[0.596205472946167, 0.15730500221252441, 0.5693011283874512, 0.5403745174407959, 0.4552328586578369, 0.4205741882324219, 0.4368412494659424, 0.4353656768798828, 0.49341392517089844, 0.6514542102813721]",Laura mostró las fotos a sus amigas en la parque.,14,0,1,0
0,no,0,0,0,11,34,no,no,0,"[0.659855842590332, 1.7400774955749512, 0.4333345890045166, 0.4737570285797119, 0.4118363857269287, 0.7502171993255615, 0.5731940269470215, 0.4053952693939209, 0.4168696403503418, 0.44343042373657227]",Valeria neutralizó una criminal en la frontera en cinco minutos.,14,4,1,0
0,no,SI,A,1,100,35,no,no,Ana estaba en la biblioteca.,"[0.5283913612365723, 0.4441344738006592, 0.47598838806152344, 0.3783259391784668, 0.4683365821838379, 0.37901759147644043, 0.3760344982147217, 0.36778736114501953, 0.36344361305236816, 0.40752410888671875]",Nos encontramos con Ana después de clase en la biblioteca.,14,2,1,0
0,no,SI,E,1,100,36,no,no,El gato está sobre la manta cerca del sofá.,"[0.45714616775512695, 0.4137396812438965, 0.3792293071746826, 0.4221150875091553, 0.3945481777191162, 0.3414039611816406, 0.4532172679901123, 0.39470672607421875, 0.36891984939575195, 0.4352388381958008]",El gato duerme tranquilo sobre la manta cerca del sofá.,14,2,1,0
0,no,SI,A,1,28,37,no,no,Anna estaba en la escuela.,"[0.541853666305542, 0.47628140449523926, 0.4422283172607422, 0.496807336807251, 0.42059922218322754, 0.37459301948547363, 0.35872721672058105, 0.3884720802307129, 0.3523540496826172, 0.505028486251831]",Anna comprendió la tarea en la escuela en dos minutos.,14,5,1,0
0,no,0,0,0,7,38,no,no,0,"[0.18320202827453613, 0.8979649543762207, 0.4027066230773926, 0.37529826164245605, 0.40236830711364746, 0.30669617652893066, 0.3594803810119629, 0.3658924102783203, 0.35013484954833984, 0.44418954849243164, 0.4451413154602051]",Tomás empujó a una vieja a la puerta en pocos segundos.,14,1,1,0
0,no,0,0,0,101,39,no,no,0,"[0.6147384643554688, 0.31505298614501953, 0.4040379524230957, 0.2993457317352295, 0.4890270233154297, 0.9521327018737793, 0.42349839210510254, 0.41611433029174805, 0.31174254417419434, 0.6656346321105957]",María se despertó sobresaltado a los gritos de su hermano.,14,1,1,0
0,no,0,0,0,49,40,no,no,0,"[0.6003384590148926, 0.3452329635620117, 0.4632296562194824, 0.3916192054748535, 0.4043900966644287, 0.3057839870452881, 0.4139137268066406, 0.3926546573638916, 0.40097904205322266, 0.38651061058044434]",Alba mencionó una actriz en el teatro tras varios minutos.,14,4,1,0
0,no,0,0,0,100,41,no,no,0,"[0.5390572547912598, 0.14819955825805664, 0.2032015323638916, 0.5902993679046631, 0.4308817386627197, 0.3907923698425293, 0.3442678451538086, 0.4144556522369385, 0.3851346969604492, 0.45158815383911133, 0.12937164306640625]",El jefe asignó una tarea a cada empleado en la reunión.,14,0,1,0
0,no,No,E,1,100,42,no,no,El bebé dormía plácidamente.,"[0.4847731590270996, 0.4270772933959961, 0.44046688079833984, 0.39145994186401367, 0.43770718574523926, 0.42745423316955566, 1.0318377017974854, 0.35123348236083984, 0.37810778617858887, 0.5808830261230469]",El bebé lloraba constantemente durante la noche sin razón aparente.,14,2,1,0
0,no,SI,A,1,22,43,no,no,Hubo un asedio en la región.,"[0.5753676891326904, 1.4431841373443604, 0.1251084804534912, 0.2566967010498047, 1.2232234477996826, 0.11937093734741211, 0.4544849395751953, 1.4869980812072754, 0.18361735343933105, 0.48642945289611816, 0.40374016761779785]",Carla asedió a la contrincante en la región durante bastante tiempo.,14,0,1,0
0,no,0,0,0,100,44,no,no,0,"[0.46655797958374023, 0.43883538246154785, 0.3717634677886963, 0.39174509048461914, 0.3946549892425537, 0.38683080673217773, 0.3867011070251465, 0.3470022678375244, 0.41550421714782715, 0.4433574676513672]",El avión aterrizó sin problemas en el aeropuerto de Madrid.,14,2,1,0
0,no,0,0,0,35,45,no,no,0,"[0.4525115489959717, 0.147627592086792, 0.8975975513458252, 0.4051074981689453, 0.13717961311340332, 0.22848892211914062, 0.5557727813720703, 0.3715188503265381, 0.35848283767700195, 0.4660799503326416]",Carlos vigiló la niña en la habitación durante unas horas.,14,3,1,0
0,no,0,0,0,100,46,no,no,0,"[0.599113941192627, 0.4876575469970703, 0.6524367332458496, 0.6234035491943359, 0.43639063835144043, 0.43882226943969727, 0.3600008487701416, 0.40746545791625977, 0.359799861907959, 0.36423826217651367]",Vamos caminando todos los días a pie hasta el colegio.,14,1,1,0
0,no,NO,E,1,101,47,no,no,LLegaron a casa después del aconecher.,"[0.5439822673797607, 0.36498308181762695, 0.12710976600646973, 0.827890157699585, 0.4789721965789795, 0.12377810478210449, 0.40891170501708984, 0.1666097640991211, 0.49770545959472656, 0.4286952018737793]",Los campesinos llegaron cansado a casa justo antes del anochecer.,14,1,1,0
0,no,0,0,0,100,48,no,no,0,"[0.4995744228363037, 0.42310190200805664, 0.3806619644165039, 0.42941737174987793, 0.3933589458465576, 0.4805929660797119, 0.3619565963745117, 0.401348352432251, 0.13285017013549805, 0.19823884963989258]",Miguel alquiló una bicicleta a un turista en la estación.,14,0,1,0
0,no,SI,E,1,100,49,no,no,Ellos corren en el centro.,"[0.5125095844268799, 0.41869497299194336, 0.14346623420715332, 0.4817953109741211, 0.38948583602905273, 0.4013814926147461, 1.0786547660827637, 0.1567995548248291, 0.6097354888916016, 0.13319849967956543]",Ellos corren todas las mañanas por el parque del centro.,14,2,1,0
0,no,SI,A,1,15,50,no,no,Lucia estuvo en una pelea de bar.,"[0.4095582962036133, 0.421785831451416, 0.5836930274963379, 0.42957448959350586, 0.5207183361053467, 0.3788466453552246, 0.15140414237976074, 0.20102834701538086, 0.44001197814941406, 0.40789031982421875, 0.4060964584350586]",Lucía destrozó a la oponente en el bar en diez minutos.,14,0,1,0
0,no,SI,A,1,100,51,no,no,Ana escribió la carta desde la playa.,"[0.5436050891876221, 0.5664634704589844, 0.34730029106140137, 0.409076452255249, 0.3827974796295166, 0.35871219635009766, 0.35662007331848145, 0.39592862129211426, 0.3386530876159668, 0.46076536178588867]",Ana escribió una carta a su abuela desde la playa.,14,0,1,0
0,no,0,0,0,44,52,no,no,0,"[0.6791536808013916, 0.38610291481018066, 0.1534104347229004, 2.4865427017211914, 0.33213090896606445, 0.404217004776001, 0.3865633010864258, 0.40563178062438965, 0.4112386703491211, 0.4288339614868164]",Martín detectó la intrusa en el hospital en dos minutos.,14,3,1,0
0,no,0,0,0,26,53,no,no,0,"[0.5713140964508057, 0.3944540023803711, 0.4383053779602051, 0.34234094619750977, 0.3759784698486328, 0.4246549606323242, 0.41927194595336914, 0.39086008071899414, 0.1222069263458252, 0.38931941986083984, 0.6193299293518066]",Juan escuchó a una vecina en el balcón durante una noche.,14,1,1,0
0,no,0,0,0,100,54,no,no,0,"[0.5367016792297363, 0.45034217834472656, 0.41528987884521484, 0.40494823455810547, 0.323871374130249, 0.47814369201660156, 0.1504073143005371, 0.6166906356811523, 0.5646848678588867, 0.13661599159240723]",El mensajero entregó el paquete a Marta en su casa.,14,0,1,0
0,no,NO,E,1,18,55,no,no,María iba en bicicleta.,"[0.7247028350830078, 0.14322137832641602, 1.3393752574920654, 0.42526912689208984, 1.302797794342041, 0.41510653495788574, 0.17789268493652344, 0.5525462627410889, 0.36516737937927246, 0.44989967346191406]",María transportó una mochilera en la furgoneta durante un día.,14,4,1,0
0,no,0,0,0,43,56,no,no,0,"[0.6421201229095459, 0.6307675838470459, 0.4023449420928955, 0.4341769218444824, 0.41468334197998047, 0.4032440185546875, 0.3723104000091553, 0.3954329490661621, 0.34114527702331543, 0.4558703899383545]",Sofía conoció la chica en el colegio en dos días.,14,3,1,0
0,no,NO,E,1,100,57,no,no,El autobus llegó puntual.,"[0.48105573654174805, 0.4202547073364258, 0.42937564849853516, 0.4558374881744385, 0.3896481990814209, 0.49332666397094727, 1.7537267208099365, 0.34183788299560547, 0.435208797454834, 0.1465437412261963, 0.22287487983703613]",El autobús llegó con retraso a la parada equivocada del centro.,14,1,1,0
0,no,SI,A,1,100,58,no,no,La cena se preparó en casa.,"[0.1790180206298828, 0.31822872161865234, 0.13683152198791504, 1.3527798652648926, 0.3430328369140625, 0.16391921043395996, 0.48091697692871094, 0.6049551963806152, 0.4611530303955078, 0.3954963684082031, 0.13282418251037598]",Mi madre preparó la cena a toda la familia en casa.,14,0,1,0
0,no,0,0,0,20,59,no,no,0,"[0.6962571144104004, 0.5177042484283447, 0.7616612911224365, 0.3341083526611328, 0.405808687210083, 0.3797478675842285, 0.369610071182251, 0.44922399520874023, 0.39322948455810547, 0.3566911220550537, 0.45523667335510254]",Claudia maltrató a una compañera en la casa durante varios años.,14,1,1,0
0,no,NO,E,1,101,60,no,no,El dueño fue reconocido por su gato.,"[0.5219175815582275, 0.1514132022857666, 0.2333083152770996, 0.1453542709350586, 1.1935529708862305, 0.40015673637390137, 0.42430758476257324, 0.3820638656616211, 0.48981285095214844, 0.5165688991546631]",El perro corrió felizmente a su dueño cuando le reconoció.,14,1,1,0
0,no,0,0,0,100,61,no,no,0,"[0.6246826648712158, 0.16440320014953613, 0.78348708152771, 0.35741496086120605, 0.5140891075134277, 0.4099154472351074, 0.3351774215698242, 0.3934469223022461, 0.3667788505554199]",Carlos estornudó fuerte en medio de la reunión ayer.,14,2,1,0
0,no,0,0,0,21,62,no,no,0,"[0.817359209060669, 0.5311973094940186, 1.1545381546020508, 0.4290311336517334, 0.49675965309143066, 0.43816304206848145, 0.6110789775848389, 0.13309502601623535, 0.5297384262084961, 0.3686254024505615]",Hugo apaleó la rebelde en la calle durante varios minutos.,14,3,1,0
0,no,NO,E,1,25,63,no,no,Pedro observó durante unos minutos.,"[0.5747544765472412, 0.4898867607116699, 0.41446900367736816, 0.3785529136657715, 0.39771366119384766, 0.43555569648742676, 0.3797440528869629, 0.4289240837097168, 0.40014028549194336, 0.40276312828063965, 0.5141537189483643]",Pedro observó a la secretaria en la oficina durante una hora.,14,0,1,0
0,no,0,0,0,40,64,no,no,0,"[0.6998629570007324, 0.44785141944885254, 0.13017773628234863, 0.5654895305633545, 0.38703179359436035, 0.44476771354675293, 0.39821648597717285, 0.36655211448669434, 0.3708486557006836, 0.4079728126525879]",Adrián percibió una mujer detrás de él durante algunos minutos.,14,4,1,0
0,no,0,0,0,101,65,no,no,0,"[0.5079066753387451, 0.38115620613098145, 0.45632386207580566, 0.4453775882720947, 0.4424128532409668, 0.4017658233642578, 0.4315459728240967, 0.3373079299926758, 0.37476539611816406, 0.37351322174072266]",Mi primo viaja sola por Europa durante el verano próximo.,14,2,1,0
0,no,0,0,0,30,66,no,no,0,"[0.48230504989624023, 0.5707786083221436, 0.4869043827056885, 0.45677661895751953, 0.3800673484802246, 0.45940089225769043, 0.4270510673522949, 0.390286922454834, 0.38167548179626465, 0.42191028594970703]",Carlos esperó la furgoneta en la esquina durante una hora.,14,5,1,0
0,no,0,0,0,100,67,no,no,0,"[0.5969390869140625, 0.5190181732177734, 0.48622751235961914, 0.4933786392211914, 0.41293811798095703, 0.359025239944458, 0.4134349822998047, 0.3810701370239258, 0.39310503005981445, 0.49396777153015137]",Isabel enseñó la receta a su prima en la cocina.,14,0,1,0
0,no,NO,E,1,6,68,no,no,El beso tuvo lugar en un museo.,"[0.6145420074462891, 0.5124170780181885, 0.4072704315185547, 0.4084186553955078, 0.5117285251617432, 0.5853779315948486, 0.43924736976623535, 0.38761377334594727, 0.45003175735473633, 0.5620090961456299]",Francisco besó una novia en la iglesia durante unos segundos.,14,4,1,0
0,no,0,0,0,100,69,no,no,0,"[0.4283750057220459, 0.45653700828552246, 0.427523136138916, 0.504448652267456, 0.43009495735168457, 0.44449305534362793, 0.3605930805206299, 0.3741919994354248, 0.37523746490478516, 0.38529014587402344]",Julia pasó la sal a su madre durante la cena.,14,0,1,0
0,no,SI,A,1,37,70,no,no,Isabel miraba por la ventana.,"[0.3949246406555176, 0.4109957218170166, 0.33783674240112305, 0.16518688201904297, 0.45331859588623047, 0.46384739875793457, 0.40843677520751953, 0.4441394805908203, 0.41956448554992676, 0.1718127727508545]",Isabel vió una estudiante desde su ventana durante una mañana.,14,4,1,0
0,no,0,0,0,5,71,no,no,0,"[0.7793943881988525, 0.5221986770629883, 0.38120126724243164, 0.12653160095214844, 0.48303914070129395, 0.6163539886474609, 0.42158079147338867, 0.3574237823486328, 0.41840624809265137, 0.389021635055542]",Manuel abrazó la señora en el parque en pocos instantes.,14,3,1,0
0,no,NO,E,1,100,72,no,no,El niño juega solo en el parque.,"[0.4727816581726074, 0.4193572998046875, 0.38915395736694336, 0.3929264545440674, 0.3860604763031006, 0.15662455558776855, 0.1943366527557373, 0.5692687034606934, 0.38671278953552246, 0.41696739196777344]",El niño juega en el parque con su mejor amigo.,14,2,1,0
0,no,0,0,0,36,73,no,no,0,"[0.6080334186553955, 0.49013781547546387, 0.4415712356567383, 0.4050304889678955, 0.38042736053466797, 0.3598005771636963, 0.39542555809020996, 0.38813066482543945, 0.3861205577850342, 0.3602762222290039, 0.49240827560424805]",Irene oyó a la niña en la sala durante una noche.,14,0,1,0
0,no,0,0,0,100,74,no,no,0,"[0.551851749420166, 0.5372064113616943, 0.42746472358703613, 0.41957807540893555, 0.3702881336212158, 0.42501091957092285, 0.454728364944458, 0.3999764919281006, 0.40842270851135254, 0.49981188774108887]",Rosa recomendó un libro a su colega durante el almuerzo.,14,0,1,0
0,no,0,0,0,100,75,no,no,0,"[0.43157148361206055, 0.13977766036987305, 0.2739884853363037, 0.6218111515045166, 0.4549539089202881, 0.43184399604797363, 0.51487135887146, 0.44390201568603516, 0.3732774257659912]",El viento soplaba fuerte durante la tormenta de anoche.,14,2,1,0
0,no,0,0,0,13,76,no,no,0,"[1.2170069217681885, 0.6906635761260986, 0.40409064292907715, 0.39485955238342285, 0.45124030113220215, 0.40236830711364746, 0.4502689838409424, 0.3868434429168701, 0.4165525436401367, 0.5022954940795898]",Martina atropelló una anciana en el aparcamiento en pocos minutos.,14,4,1,0
0,no,0,0,0,10,77,no,no,0,"[0.4392554759979248, 0.496105432510376, 0.4931015968322754, 0.398618221282959, 0.483959436416626, 0.14722681045532227, 0.7384698390960693, 0.42781853675842285, 0.42853474617004395, 0.4826822280883789]",Mateo eliminó la carpeta en el banco en pocos segundos.,14,5,1,0
0,no,0,0,0,101,78,no,no,0,"[0.8332920074462891, 1.0351622104644775, 0.4402039051055908, 0.4978325366973877, 0.46141815185546875, 0.4406313896179199, 0.5327427387237549, 0.5890309810638428, 0.4029197692871094]",Pedro devolvió el libro la biblioteca el lunes pasado.,14,0,1,0
0,no,0,0,0,100,79,no,no,0,"[0.6206352710723877, 0.4576990604400635, 0.3814821243286133, 0.46332812309265137, 0.4598517417907715, 0.4499030113220215, 0.4252941608428955, 0.3935055732727051, 0.5688354969024658, 0.4897737503051758]",Los pájaros vuelan alto sobre los árboles en primavera alegre.,14,2,1,0
0,no,0,0,0,100,80,no,no,0,"[0.5100154876708984, 0.43384671211242676, 0.43935251235961914, 0.5255312919616699, 0.40635061264038086, 0.3862946033477783, 0.4825303554534912, 0.43239521980285645, 0.4427371025085449, 0.4493110179901123]",El anciano hablaba a solas consigo mismo en el jardín.,14,1,1,0
0,no,NO,E,1,101,81,no,no,Luis envió un paquete a su hermano.,"[0.45322489738464355, 0.16533184051513672, 0.566413402557373, 1.8821141719818115, 0.46848082542419434, 0.6398336887359619, 0.39870214462280273, 0.34238457679748535, 0.5591132640838623]",Luis envíe un paquete a su primo en Alemania.,14,0,1,0
0,no,NO,E,1,34,82,no,no,Carmen vio una representación teatral.,"[0.554908275604248, 0.4735374450683594, 0.3838996887207031, 0.3688044548034668, 0.401231050491333, 0.47469639778137207, 0.404926061630249, 0.39325904846191406, 0.3889439105987549, 0.4182441234588623, 0.13980650901794434]",Carmen odió a la vendedora en el cine durante la película.,14,0,1,0
0,no,0,0,0,17,83,no,no,0,"[0.5335137844085693, 0.3800315856933594, 0.7136952877044678, 0.4413630962371826, 0.17865467071533203, 0.24283552169799805, 0.9318609237670898, 0.3835945129394531, 0.35921335220336914, 0.36594581604003906, 0.4127616882324219]",Luis zarandeó a la muñeca en la casa durante algunos minutos.,14,2,1,0
0,no,SI,A,1,100,84,no,no,Laura se fue a Inglaterra.,"[0.666839599609375, 0.3935279846191406, 0.3905520439147949, 0.3714008331298828, 0.522303581237793, 0.3744645118713379, 0.40956783294677734, 0.409848690032959, 0.3904299736022949, 0.3584747314453125]",Laura se fue de vacaciones a Londres la semana pasada.,14,1,1,0
0,no,SI,A,1,101,85,no,no,El camarero sonrió.,"[0.49014854431152344, 0.4541184902191162, 0.39726734161376953, 0.47760534286499023, 0.4222908020019531, 0.688774824142456, 0.3920257091522217, 0.3967289924621582, 0.35483884811401367, 0.4340837001800537, 0.430234432220459]",El camarero trajo el cuenta a los clientes con una sonrisa.,14,0,1,0
0,no,0,0,0,48,86,no,no,0,"[0.5216028690338135, 0.39673662185668945, 0.3965034484863281, 0.38799476623535156, 0.5053808689117432, 0.4013080596923828, 0.3668532371520996, 0.37310290336608887, 0.4246561527252197, 0.37691569328308105]",Samuel descubrió una infiltrada en el museo en pocas horas.,14,4,1,0
0,no,0,0,0,19,87,no,no,0,"[0.4008643627166748, 0.5010020732879639, 1.53074049949646, 0.32697033882141113, 0.4322700500488281, 0.5821826457977295, 0.37300682067871094, 0.349210262298584, 0.35120224952697754, 0.5012316703796387]",Lucas arrastró la carreta en la calle por un tiempo.,14,5,1,0
0,no,0,0,0,33,88,no,no,0,"[0.4213829040527344, 0.45854687690734863, 0.5633194446563721, 0.4348740577697754, 0.45420336723327637, 0.4532601833343506, 0.4736003875732422, 0.3301529884338379, 0.3884007930755615, 0.43642520904541016]",Marco imaginó la fiesta en la playa durante dos minutos.,14,5,1,0
0,no,0,0,0,100,89,no,no,0,"[0.1533679962158203, 0.6626341342926025, 0.463115930557251, 0.4527132511138916, 0.9636809825897217, 0.43041181564331055, 0.4262363910675049, 0.42717695236206055, 0.43047285079956055, 0.4388997554779053, 0.39200258255004883]",La lluvia cayó fuerte sobre el techo durante toda la noche.,14,2,1,0
0,no,SI,A,1,9,90,no,no,Había fuego en la plaza.,"[0.771512508392334, 0.4980447292327881, 0.4411191940307617, 1.0217149257659912, 0.37264037132263184, 0.40849947929382324, 0.41179823875427246, 0.4296000003814697, 0.33502626419067383, 0.4496743679046631, 0.5017149448394775]",Carlos quemó a una bruja en la plaza en pocos minutos.,14,1,1,0
0,no,SI,A,1,14,91,no,no,Helena estaba jugando un partido de fútbol.,"[0.6567821502685547, 1.0183019638061523, 0.37662529945373535, 0.3559703826904297, 0.4224834442138672, 0.40360474586486816, 0.4081089496612549, 0.36008167266845703, 0.36509156227111816, 0.4436655044555664, 0.3981750011444092]",Helena derribó a la futbolista en el campo durante el partido.,14,0,1,0
0,no,0,0,0,101,92,no,no,0,"[0.413865327835083, 0.4166123867034912, 0.45023679733276367, 0.5187816619873047, 0.3985292911529541, 0.40508031845092773, 0.4115126132965088, 0.3961143493652344, 0.39094018936157227, 0.46161484718322754]",El perro ladran fuerte cada vez que pasa un coche.,14,2,1,0
