acceptability,id,type,live_row,sentence,subject_nr,catalan,latin,animate,indefinite,affected,DOM
3,9,5,49,Carlos quemó la página en la plaza en pocos minutos.,15,0,0,0,0,1,0
2,8,3,0,Helena colgó la criminal en el patio en cinco minutos.,16,0,0,1,0,1,0
2,18,3,1,María transportó la mochilera en la furgoneta durante un día.,16,0,0,1,0,1,0
2,37,3,2,Isabel vió la estudiante desde su ventana durante una mañana.,16,0,0,1,0,0,0
3,31,5,3,Miguel recibió la caja en la casa en un día.,16,0,0,0,0,0,0
3,33,0,4,Marco imaginó a la amiga en la playa durante dos minutos.,16,0,0,1,0,0,1
3,27,1,5,Felipe anunció a una cantante en el escenario en cinco minutos.,16,0,0,1,1,0,1
4,6,0,6,Francisco besó a la novia en la iglesia durante unos segundos.,16,0,0,1,0,1,1
2,15,4,7,Lucía destrozó una oponente en el bar en diez minutos.,16,0,0,1,1,1,0
4,16,0,8,Valentina venció a la adversaria en la guerra en dos años.,16,0,0,1,0,1,1
2,17,3,9,Luis zarandeó la mujer en la casa durante algunos minutos.,16,0,0,1,0,1,0
1,44,2,10,Martín detectó a la enfermedad en el hospital en dos minutos.,16,0,0,0,0,0,1
2,0,0,11,Juan golpeó a la actriz en la calle en diez segundos.,16,0,0,1,0,1,1
2,11,3,12,Valeria neutralizó la criminal en la frontera en cinco minutos.,16,0,0,1,0,1,0
3,12,3,13,Paula abatió la contrincante en el ring en pocos minutos.,16,0,0,1,0,1,0
3,49,1,14,Alba mencionó a una actriz en el teatro tras varios minutos.,16,0,0,1,1,0,1
2,1,2,15,Carlos asaltó a la camioneta en el barrio en pocos instantes.,16,0,0,0,0,1,1
1,9,2,16,Carlos quemó a la página en la plaza en pocos minutos.,16,0,0,0,0,1,1
4,3,5,17,Pablo secuestró la camioneta en el aeropuerto durante una hora.,16,0,0,0,0,1,0
1,22,5,18,Carla asedió la ciudad en la región durante bastante tiempo.,16,0,0,0,0,1,0
1,10,2,19,Mateo eliminó a la carpeta en el banco en pocos segundos.,16,0,0,0,0,1,1
2,24,0,20,Coral guió a la turista en el palacio en una hora.,16,0,0,1,0,1,1
3,5,5,21,Manuel abrazó la planta en el parque en pocos instantes.,16,0,0,0,0,1,0
1,47,4,22,Marta descartó una aspirante en la selección en un día.,16,0,0,1,1,0,0
2,13,5,23,Martina atropelló la carreta en el aparcamiento en pocos minutos.,16,0,0,0,0,1,0
1,34,0,24,Carmen odió a la vendedora en el cine durante la película.,16,0,0,1,0,0,1
3,4,1,25,Jorge arrolló a una ciclista en la calle en un segundo.,16,0,0,1,1,1,1
3,39,2,26,Valeria admiró a la escenografía en el teatro durante el concierto.,16,0,0,0,0,0,1
3,48,1,27,Samuel descubrió a una infiltrada en el museo en pocas horas.,16,0,0,1,1,0,1
2,36,3,28,Irene oyó la niña en la sala durante una noche.,16,0,0,1,0,0,0
2,14,4,29,Helena derribó una futbolista en el campo durante el partido.,16,0,0,1,1,1,0
1,23,4,30,Daniel remolcó una enferma en la calle durante algunos minutos.,16,0,0,1,1,1,0
2,20,2,31,Claudia maltrató a la camiseta en la casa durante varios años.,16,0,0,0,0,1,1
4,25,1,32,Pedro observó a una secretaria en la oficina durante una hora.,16,0,0,1,1,0,1
2,19,0,33,Lucas arrastró a la víctima en la calle por un tiempo.,16,0,0,1,0,1,1
4,40,5,34,Adrián percibió la sombra detrás de él durante algunos minutos.,16,0,0,0,0,0,0
2,38,2,35,Unai amó a la vida en su pueblo durante varios años.,16,0,0,0,0,0,1
3,43,5,36,Sofía conoció la verdad en el colegio en dos días.,16,0,0,0,0,0,0
2,42,4,37,Ismael encontró una conocida en la carretera en pocas horas.,16,0,0,1,1,0,0
3,30,4,38,Carlos esperó una profesora en la esquina durante una hora.,16,0,0,1,1,0,0
4,35,0,39,Carlos vigiló a la niña en la habitación durante unas horas.,16,0,0,1,0,0,1
4,29,2,40,Alfonso miró a la estrella en la colina durante dos horas.,16,0,0,0,0,0,1
3,7,1,41,Tomás empujó a una vieja a la puerta en pocos segundos.,16,0,0,1,1,1,1
2,46,3,42,Alejandro identificó la agresora en el aeropuerto en dos horas.,16,0,0,1,0,0,0
4,21,1,43,Hugo apaleó a una rebelde en la calle durante varios minutos.,16,0,0,1,1,1,1
4,41,1,44,Emma investigó a una empresaria en la ciudad durante varias semanas.,16,0,0,1,1,0,1
2,28,4,45,Anna comprendió una maestra en la escuela en dos minutos.,16,0,0,1,1,0,0
4,26,5,46,Juan escuchó la alarma en el balcón durante una noche.,16,0,0,0,0,0,0
2,45,4,47,Gabriela localizó una amiga en la ciudad en dos minutos.,16,0,0,1,1,0,0
4,32,0,48,Martín buscó a la médica en el hospital durante dos horas.,16,0,0,1,0,0,1
4,2,5,49,Simón pateó la pelota en la cancha en un instante.,16,0,0,0,0,1,0
4,19,0,0,Lucas arrastró a la víctima en la calle por un tiempo.,17,0,0,1,0,1,1
2,3,1,1,Pablo secuestró a una turista en el aeropuerto durante una hora.,17,0,0,1,1,1,1
1,47,1,2,Marta descartó a una aspirante en la selección en un día.,17,0,0,1,1,0,1
4,48,5,3,Samuel descubrió la tabla en el museo en pocas horas.,17,0,0,0,0,0,0
0,38,3,4,Unai amó la jovencita en su pueblo durante varios años.,17,0,0,1,0,0,0
1,25,4,5,Pedro observó una secretaria en la oficina durante una hora.,17,0,0,1,1,0,0
1,11,3,6,Valeria neutralizó la criminal en la frontera en cinco minutos.,17,0,0,1,0,1,0
1,6,3,7,Francisco besó la novia en la iglesia durante unos segundos.,17,0,0,1,0,1,0
0,34,2,8,Carmen odió a la música en el cine durante la película.,17,0,0,0,0,0,1
3,4,4,9,Jorge arrolló una ciclista en la calle en un segundo.,17,0,0,1,1,1,0
4,0,1,10,Juan golpeó a una actriz en la calle en diez segundos.,17,0,0,1,1,1,1
0,32,2,11,Martín buscó a la escalera en el hospital durante dos horas.,17,0,0,0,0,0,1
3,27,4,12,Felipe anunció una cantante en el escenario en cinco minutos.,17,0,0,1,1,0,0
4,46,5,13,Alejandro identificó la amenaza en el aeropuerto en dos horas.,17,0,0,0,0,0,0
3,16,4,14,Valentina venció una adversaria en la guerra en dos años.,17,0,0,1,1,1,0
3,28,3,15,Anna comprendió la maestra en la escuela en dos minutos.,17,0,0,1,0,0,0
1,44,2,16,Martín detectó a la enfermedad en el hospital en dos minutos.,17,0,0,0,0,0,1
0,5,4,17,Manuel abrazó una señora en el parque en pocos instantes.,17,0,0,1,1,1,0
1,29,4,18,Alfonso miró una granjera en la colina durante dos horas.,17,0,0,1,1,0,0
2,35,5,19,Carlos vigiló la operación en la habitación durante unas horas.,17,0,0,0,0,0,0
1,7,2,20,Tomás empujó a la silla a la puerta en pocos segundos.,17,0,0,0,0,1,1
2,13,3,21,Martina atropelló la anciana en el aparcamiento en pocos minutos.,17,0,0,1,0,1,0
4,37,0,22,Isabel vió a la estudiante desde su ventana durante una mañana.,17,0,0,1,0,0,1
4,40,5,23,Adrián percibió la sombra detrás de él durante algunos minutos.,17,0,0,0,0,0,0
0,18,3,24,María transportó la mochilera en la furgoneta durante un día.,17,0,0,1,0,1,0
1,2,4,25,Simón pateó una jugadora en la cancha en un instante.,17,0,0,1,1,1,0
4,41,5,26,Emma investigó la epidemia en la ciudad durante varias semanas.,17,0,0,0,0,0,0
4,14,5,27,Helena derribó la barrera en el campo durante el partido.,17,0,0,0,0,1,0
2,33,0,28,Marco imaginó a la amiga en la playa durante dos minutos.,17,0,0,1,0,0,1
3,30,4,29,Carlos esperó una profesora en la esquina durante una hora.,17,0,0,1,1,0,0
4,22,1,30,Carla asedió a una contrincante en la región durante bastante tiempo.,17,0,0,1,1,1,1
3,10,0,31,Mateo eliminó a la rehén en el banco en pocos segundos.,17,0,0,1,0,1,1
1,42,2,32,Ismael encontró a la dificultad en la carretera en pocas horas.,17,0,0,0,0,0,1
4,15,5,33,Lucía destrozó la mesa en el bar en diez minutos.,17,0,0,0,0,1,0
0,45,2,34,Gabriela localizó a la bodega en la ciudad en dos minutos.,17,0,0,0,0,0,1
4,1,1,35,Carlos asaltó a una conductora en el barrio en pocos instantes.,17,0,0,1,1,1,1
0,20,3,36,Claudia maltrató la compañera en la casa durante varios años.,17,0,0,1,0,1,0
0,9,2,37,Carlos quemó a la página en la plaza en pocos minutos.,17,0,0,0,0,1,1
1,26,3,38,Juan escuchó la vecina en el balcón durante una noche.,17,0,0,1,0,0,0
3,43,0,39,Sofía conoció a la chica en el colegio en dos días.,17,0,0,1,0,0,1
4,21,1,40,Hugo apaleó a una rebelde en la calle durante varios minutos.,17,0,0,1,1,1,1
3,24,0,41,Coral guió a la turista en el palacio en una hora.,17,0,0,1,0,1,1
2,31,5,42,Miguel recibió la caja en la casa en un día.,17,0,0,0,0,0,0
1,8,2,43,Helena colgó a la fotografía en el patio en cinco minutos.,17,0,0,0,0,1,1
4,23,1,44,Daniel remolcó a una enferma en la calle durante algunos minutos.,17,0,0,1,1,1,1
2,49,5,45,Alba mencionó la ciudad en el teatro tras varios minutos.,17,0,0,0,0,0,0
4,17,0,46,Luis zarandeó a la mujer en la casa durante algunos minutos.,17,0,0,1,0,1,1
4,39,0,47,Valeria admiró a la cantante en el teatro durante el concierto.,17,0,0,1,0,0,1
4,36,0,48,Irene oyó a la niña en la sala durante una noche.,17,0,0,1,0,0,1
4,12,1,49,Paula abatió a una contrincante en el ring en pocos minutos.,17,0,0,1,1,1,1
4,48,0,0,Samuel descubrió a la infiltrada en el museo en pocas horas.,18,0,1,1,0,0,1
3,42,5,1,Ismael encontró la dificultad en la carretera en pocas horas.,18,0,1,0,0,0,0
2,4,3,2,Jorge arrolló la ciclista en la calle en un segundo.,18,0,1,1,0,1,0
2,8,2,3,Helena colgó a la fotografía en el patio en cinco minutos.,18,0,1,0,0,1,1
4,6,1,4,Francisco besó a una novia en la iglesia durante unos segundos.,18,0,1,1,1,1,1
2,0,2,5,Juan golpeó a la piedra en la calle en diez segundos.,18,0,1,0,0,1,1
4,15,0,6,Lucía destrozó a la oponente en el bar en diez minutos.,18,0,1,1,0,1,1
4,21,1,7,Hugo apaleó a una rebelde en la calle durante varios minutos.,18,0,1,1,1,1,1
2,36,2,8,Irene oyó a la discusión en la sala durante una noche.,18,0,1,0,0,0,1
4,32,5,9,Martín buscó la escalera en el hospital durante dos horas.,18,0,1,0,0,0,0
4,45,5,10,Gabriela localizó la bodega en la ciudad en dos minutos.,18,0,1,0,0,0,0
2,25,2,11,Pedro observó a la planta en la oficina durante una hora.,18,0,1,0,0,0,1
2,33,0,12,Marco imaginó a la amiga en la playa durante dos minutos.,18,0,1,1,0,0,1
3,22,3,13,Carla asedió la contrincante en la región durante bastante tiempo.,18,0,1,1,0,1,0
1,38,0,14,Unai amó a la jovencita en su pueblo durante varios años.,18,0,1,1,0,0,1
1,10,5,15,Mateo eliminó la carpeta en el banco en pocos segundos.,18,0,1,0,0,1,0
2,3,5,16,Pablo secuestró la camioneta en el aeropuerto durante una hora.,18,0,1,0,0,1,0
2,35,3,17,Carlos vigiló la niña en la habitación durante unas horas.,18,0,1,1,0,0,0
4,26,5,18,Juan escuchó la alarma en el balcón durante una noche.,18,0,1,0,0,0,0
4,5,0,19,Manuel abrazó a la señora en el parque en pocos instantes.,18,0,1,1,0,1,1
1,11,3,20,Valeria neutralizó la criminal en la frontera en cinco minutos.,18,0,1,1,0,1,0
0,27,2,21,Felipe anunció a la actuación en el escenario en cinco minutos.,18,0,1,0,0,0,1
4,19,5,22,Lucas arrastró la carreta en la calle por un tiempo.,18,0,1,0,0,1,0
4,31,1,23,Miguel recibió a una invitada en la casa en un día.,18,0,1,1,1,0,1
2,34,3,24,Carmen odió la vendedora en el cine durante la película.,18,0,1,1,0,0,0
1,43,0,25,Sofía conoció a la chica en el colegio en dos días.,18,0,1,1,0,0,1
3,16,4,26,Valentina venció una adversaria en la guerra en dos años.,18,0,1,1,1,1,0
0,7,2,27,Tomás empujó a la silla a la puerta en pocos segundos.,18,0,1,0,0,1,1
1,29,4,28,Alfonso miró una granjera en la colina durante dos horas.,18,0,1,1,1,0,0
2,18,4,29,María transportó una mochilera en la furgoneta durante un día.,18,0,1,1,1,1,0
2,30,4,30,Carlos esperó una profesora en la esquina durante una hora.,18,0,1,1,1,0,0
1,13,3,31,Martina atropelló la anciana en el aparcamiento en pocos minutos.,18,0,1,1,0,1,0
2,47,5,32,Marta descartó la sospecha en la selección en un día.,18,0,1,0,0,0,0
4,41,1,33,Emma investigó a una empresaria en la ciudad durante varias semanas.,18,0,1,1,1,0,1
4,40,4,34,Adrián percibió una mujer detrás de él durante algunos minutos.,18,0,1,1,1,0,0
0,28,3,35,Anna comprendió la maestra en la escuela en dos minutos.,18,0,1,1,0,0,0
1,1,2,36,Carlos asaltó a la camioneta en el barrio en pocos instantes.,18,0,1,0,0,1,1
3,20,5,37,Claudia maltrató la camiseta en la casa durante varios años.,18,0,1,0,0,1,0
3,17,4,38,Luis zarandeó una mujer en la casa durante algunos minutos.,18,0,1,1,1,1,0
1,9,2,39,Carlos quemó a la página en la plaza en pocos minutos.,18,0,1,0,0,1,1
3,49,0,40,Alba mencionó a la actriz en el teatro tras varios minutos.,18,0,1,1,0,0,1
4,2,1,41,Simón pateó a una jugadora en la cancha en un instante.,18,0,1,1,1,1,1
0,37,3,42,Isabel vió la estudiante desde su ventana durante una mañana.,18,0,1,1,0,0,0
4,39,0,43,Valeria admiró a la cantante en el teatro durante el concierto.,18,0,1,1,0,0,1
4,46,0,44,Alejandro identificó a la agresora en el aeropuerto en dos horas.,18,0,1,1,0,0,1
2,23,1,45,Daniel remolcó a una enferma en la calle durante algunos minutos.,18,0,1,1,1,1,1
2,24,1,46,Coral guió a una turista en el palacio en una hora.,18,0,1,1,1,1,1
4,44,4,47,Martín detectó una intrusa en el hospital en dos minutos.,18,0,1,1,1,0,0
4,14,4,48,Helena derribó una futbolista en el campo durante el partido.,18,0,1,1,1,1,0
4,12,1,49,Paula abatió a una contrincante en el ring en pocos minutos.,18,0,1,1,1,1,1
3,11,0,0,Valeria neutralizó a la criminal en la frontera en cinco minutos.,19,0,1,1,0,1,1
4,26,4,1,Juan escuchó una vecina en el balcón durante una noche.,19,0,1,1,1,0,0
4,18,5,2,María transportó la guitarra en la furgoneta durante un día.,19,0,1,0,0,1,0
1,0,2,3,Juan golpeó a la piedra en la calle en diez segundos.,19,0,1,0,0,1,1
1,24,4,4,Coral guió una turista en el palacio en una hora.,19,0,1,1,1,1,0
4,15,5,5,Lucía destrozó la mesa en el bar en diez minutos.,19,0,1,0,0,1,0
1,43,0,6,Sofía conoció a la chica en el colegio en dos días.,19,0,1,1,0,0,1
4,29,3,7,Alfonso miró la granjera en la colina durante dos horas.,19,0,1,1,0,0,0
4,46,3,8,Alejandro identificó la agresora en el aeropuerto en dos horas.,19,0,1,1,0,0,0
4,17,5,9,Luis zarandeó la muñeca en la casa durante algunos minutos.,19,0,1,0,0,1,0
4,30,2,10,Carlos esperó a la furgoneta en la esquina durante una hora.,19,0,1,0,0,0,1
0,36,2,11,Irene oyó a la discusión en la sala durante una noche.,19,0,1,0,0,0,1
4,33,4,12,Marco imaginó una amiga en la playa durante dos minutos.,19,0,1,1,1,0,0
0,4,2,13,Jorge arrolló a la valla en la calle en un segundo.,19,0,1,0,0,1,1
4,8,5,14,Helena colgó la fotografía en el patio en cinco minutos.,19,0,1,0,0,1,0
4,20,1,15,Claudia maltrató a una compañera en la casa durante varios años.,19,0,1,1,1,1,1
4,37,5,16,Isabel vió la tormenta desde su ventana durante una mañana.,19,0,1,0,0,0,0
4,40,1,17,Adrián percibió a una mujer detrás de él durante algunos minutos.,19,0,1,1,1,0,1
4,32,1,18,Martín buscó a una médica en el hospital durante dos horas.,19,0,1,1,1,0,1
0,10,2,19,Mateo eliminó a la carpeta en el banco en pocos segundos.,19,0,1,0,0,1,1
3,13,0,20,Martina atropelló a la anciana en el aparcamiento en pocos minutos.,19,0,1,1,0,1,1
0,45,3,21,Gabriela localizó la amiga en la ciudad en dos minutos.,19,0,1,1,0,0,0
4,42,0,22,Ismael encontró a la conocida en la carretera en pocas horas.,19,0,1,1,0,0,1
4,23,0,23,Daniel remolcó a la enferma en la calle durante algunos minutos.,19,0,1,1,0,1,1
4,12,4,24,Paula abatió una contrincante en el ring en pocos minutos.,19,0,1,1,1,1,0
3,14,4,25,Helena derribó una futbolista en el campo durante el partido.,19,0,1,1,1,1,0
0,47,0,26,Marta descartó a la aspirante en la selección en un día.,19,0,1,1,0,0,1
1,7,0,27,Tomás empujó a la vieja a la puerta en pocos segundos.,19,0,1,1,0,1,1
4,1,3,28,Carlos asaltó la conductora en el barrio en pocos instantes.,19,0,1,1,0,1,0
3,38,1,29,Unai amó a una jovencita en su pueblo durante varios años.,19,0,1,1,1,0,1
1,31,1,30,Miguel recibió a una invitada en la casa en un día.,19,0,1,1,1,0,1
1,22,2,31,Carla asedió a la ciudad en la región durante bastante tiempo.,19,0,1,0,0,1,1
4,44,5,32,Martín detectó la enfermedad en el hospital en dos minutos.,19,0,1,0,0,0,0
4,21,5,33,Hugo apaleó la muñeca en la calle durante varios minutos.,19,0,1,0,0,1,0
3,3,3,34,Pablo secuestró la turista en el aeropuerto durante una hora.,19,0,1,1,0,1,0
3,2,4,35,Simón pateó una jugadora en la cancha en un instante.,19,0,1,1,1,1,0
4,35,5,36,Carlos vigiló la operación en la habitación durante unas horas.,19,0,1,0,0,0,0
3,39,2,37,Valeria admiró a la escenografía en el teatro durante el concierto.,19,0,1,0,0,0,1
4,48,1,38,Samuel descubrió a una infiltrada en el museo en pocas horas.,19,0,1,1,1,0,1
4,5,0,39,Manuel abrazó a la señora en el parque en pocos instantes.,19,0,1,1,0,1,1
4,9,5,40,Carlos quemó la página en la plaza en pocos minutos.,19,0,1,0,0,1,0
3,28,1,41,Anna comprendió a una maestra en la escuela en dos minutos.,19,0,1,1,1,0,1
0,19,3,42,Lucas arrastró la víctima en la calle por un tiempo.,19,0,1,1,0,1,0
0,34,2,43,Carmen odió a la música en el cine durante la película.,19,0,1,0,0,0,1
3,49,4,44,Alba mencionó una actriz en el teatro tras varios minutos.,19,0,1,1,1,0,0
4,41,1,45,Emma investigó a una empresaria en la ciudad durante varias semanas.,19,0,1,1,1,0,1
1,27,4,46,Felipe anunció una cantante en el escenario en cinco minutos.,19,0,1,1,1,0,0
1,6,3,47,Francisco besó la novia en la iglesia durante unos segundos.,19,0,1,1,0,1,0
4,25,0,48,Pedro observó a la secretaria en la oficina durante una hora.,19,0,1,1,0,0,1
1,16,3,49,Valentina venció la adversaria en la guerra en dos años.,19,0,1,1,0,1,0
0,27,2,0,Felipe anunció a la actuación en el escenario en cinco minutos.,20,1,0,0,0,0,1
2,9,0,1,Carlos quemó a la bruja en la plaza en pocos minutos.,20,1,0,1,0,1,1
3,11,5,2,Valeria neutralizó la bomba en la frontera en cinco minutos.,20,1,0,0,0,1,0
4,3,1,3,Pablo secuestró a una turista en el aeropuerto durante una hora.,20,1,0,1,1,1,1
1,36,4,4,Irene oyó una niña en la sala durante una noche.,20,1,0,1,1,0,0
3,10,1,5,Mateo eliminó a una rehén en el banco en pocos segundos.,20,1,0,1,1,1,1
4,12,1,6,Paula abatió a una contrincante en el ring en pocos minutos.,20,1,0,1,1,1,1
3,42,0,7,Ismael encontró a la conocida en la carretera en pocas horas.,20,1,0,1,0,0,1
4,35,4,8,Carlos vigiló una niña en la habitación durante unas horas.,20,1,0,1,1,0,0
3,28,5,9,Anna comprendió la tarea en la escuela en dos minutos.,20,1,0,0,0,0,0
4,37,0,10,Isabel vió a la estudiante desde su ventana durante una mañana.,20,1,0,1,0,0,1
3,1,3,11,Carlos asaltó la conductora en el barrio en pocos instantes.,20,1,0,1,0,1,0
1,5,5,12,Manuel abrazó la planta en el parque en pocos instantes.,20,1,0,0,0,1,0
1,6,1,13,Francisco besó a una novia en la iglesia durante unos segundos.,20,1,0,1,1,1,1
4,29,0,14,Alfonso miró a la granjera en la colina durante dos horas.,20,1,0,1,0,0,1
0,31,3,15,Miguel recibió la invitada en la casa en un día.,20,1,0,1,0,0,0
4,19,1,16,Lucas arrastró a una víctima en la calle por un tiempo.,20,1,0,1,1,1,1
3,17,0,17,Luis zarandeó a la mujer en la casa durante algunos minutos.,20,1,0,1,0,1,1
1,13,5,18,Martina atropelló la carreta en el aparcamiento en pocos minutos.,20,1,0,0,0,1,0
0,14,3,19,Helena derribó la futbolista en el campo durante el partido.,20,1,0,1,0,1,0
1,22,2,20,Carla asedió a la ciudad en la región durante bastante tiempo.,20,1,0,0,0,1,1
1,15,5,21,Lucía destrozó la mesa en el bar en diez minutos.,20,1,0,0,0,1,0
0,24,2,22,Coral guió a la decisión en el palacio en una hora.,20,1,0,0,0,1,1
4,32,3,23,Martín buscó la médica en el hospital durante dos horas.,20,1,0,1,0,0,0
2,34,2,24,Carmen odió a la música en el cine durante la película.,20,1,0,0,0,0,1
4,23,1,25,Daniel remolcó a una enferma en la calle durante algunos minutos.,20,1,0,1,1,1,1
1,46,2,26,Alejandro identificó a la amenaza en el aeropuerto en dos horas.,20,1,0,0,0,0,1
3,39,4,27,Valeria admiró una cantante en el teatro durante el concierto.,20,1,0,1,1,0,0
1,21,4,28,Hugo apaleó una rebelde en la calle durante varios minutos.,20,1,0,1,1,1,0
0,7,0,29,Tomás empujó a la vieja a la puerta en pocos segundos.,20,1,0,1,0,1,1
4,30,0,30,Carlos esperó a la profesora en la esquina durante una hora.,20,1,0,1,0,0,1
4,25,1,31,Pedro observó a una secretaria en la oficina durante una hora.,20,1,0,1,1,0,1
4,18,5,32,María transportó la guitarra en la furgoneta durante un día.,20,1,0,0,0,1,0
1,20,4,33,Claudia maltrató una compañera en la casa durante varios años.,20,1,0,1,1,1,0
0,47,5,34,Marta descartó la sospecha en la selección en un día.,20,1,0,0,0,0,0
2,16,5,35,Valentina venció la resistencia en la guerra en dos años.,20,1,0,0,0,1,0
1,0,3,36,Juan golpeó la actriz en la calle en diez segundos.,20,1,0,1,0,1,0
3,26,4,37,Juan escuchó una vecina en el balcón durante una noche.,20,1,0,1,1,0,0
3,2,0,38,Simón pateó a la jugadora en la cancha en un instante.,20,1,0,1,0,1,1
0,40,2,39,Adrián percibió a la sombra detrás de él durante algunos minutos.,20,1,0,0,0,0,1
1,38,0,40,Unai amó a la jovencita en su pueblo durante varios años.,20,1,0,1,0,0,1
3,41,4,41,Emma investigó una empresaria en la ciudad durante varias semanas.,20,1,0,1,1,0,0
0,33,2,42,Marco imaginó a la fiesta en la playa durante dos minutos.,20,1,0,0,0,0,1
3,44,3,43,Martín detectó la intrusa en el hospital en dos minutos.,20,1,0,1,0,0,0
3,49,5,44,Alba mencionó la ciudad en el teatro tras varios minutos.,20,1,0,0,0,0,0
1,48,2,45,Samuel descubrió a la tabla en el museo en pocas horas.,20,1,0,0,0,0,1
4,8,4,46,Helena colgó una criminal en el patio en cinco minutos.,20,1,0,1,1,1,0
4,45,3,47,Gabriela localizó la amiga en la ciudad en dos minutos.,20,1,0,1,0,0,0
3,43,3,48,Sofía conoció la chica en el colegio en dos días.,20,1,0,1,0,0,0
3,4,1,49,Jorge arrolló a una ciclista en la calle en un segundo.,20,1,0,1,1,1,1
1,31,1,0,Miguel recibió a una invitada en la casa en un día.,21,0,0,1,1,0,1
0,16,4,1,Valentina venció una adversaria en la guerra en dos años.,21,0,0,1,1,1,0
4,12,1,2,Paula abatió a una contrincante en el ring en pocos minutos.,21,0,0,1,1,1,1
3,35,4,3,Carlos vigiló una niña en la habitación durante unas horas.,21,0,0,1,1,0,0
3,5,0,4,Manuel abrazó a la señora en el parque en pocos instantes.,21,0,0,1,0,1,1
3,0,4,5,Juan golpeó una actriz en la calle en diez segundos.,21,0,0,1,1,1,0
0,14,3,6,Helena derribó la futbolista en el campo durante el partido.,21,0,0,1,0,1,0
4,30,1,7,Carlos esperó a una profesora en la esquina durante una hora.,21,0,0,1,1,0,1
2,26,2,8,Juan escuchó a la alarma en el balcón durante una noche.,21,0,0,0,0,0,1
2,2,3,9,Simón pateó la jugadora en la cancha en un instante.,21,0,0,1,0,1,0
4,22,1,10,Carla asedió a una contrincante en la región durante bastante tiempo.,21,0,0,1,1,1,1
1,45,3,11,Gabriela localizó la amiga en la ciudad en dos minutos.,21,0,0,1,0,0,0
2,28,5,12,Anna comprendió la tarea en la escuela en dos minutos.,21,0,0,0,0,0,0
2,17,4,13,Luis zarandeó una mujer en la casa durante algunos minutos.,21,0,0,1,1,1,0
4,19,1,14,Lucas arrastró a una víctima en la calle por un tiempo.,21,0,0,1,1,1,1
3,36,5,15,Irene oyó la discusión en la sala durante una noche.,21,0,0,0,0,0,0
1,18,4,16,María transportó una mochilera en la furgoneta durante un día.,21,0,0,1,1,1,0
4,32,1,17,Martín buscó a una médica en el hospital durante dos horas.,21,0,0,1,1,0,1
2,29,0,18,Alfonso miró a la granjera en la colina durante dos horas.,21,0,0,1,0,0,1
0,38,2,19,Unai amó a la vida en su pueblo durante varios años.,21,0,0,0,0,0,1
0,20,5,20,Claudia maltrató la camiseta en la casa durante varios años.,21,0,0,0,0,1,0
0,41,2,21,Emma investigó a la epidemia en la ciudad durante varias semanas.,21,0,0,0,0,0,1
1,37,3,22,Isabel vió la estudiante desde su ventana durante una mañana.,21,0,0,1,0,0,0
1,44,5,23,Martín detectó la enfermedad en el hospital en dos minutos.,21,0,0,0,0,0,0
0,24,1,24,Coral guió a una turista en el palacio en una hora.,21,0,0,1,1,1,1
2,6,3,25,Francisco besó la novia en la iglesia durante unos segundos.,21,0,0,1,0,1,0
0,8,0,26,Helena colgó a la criminal en el patio en cinco minutos.,21,0,0,1,0,1,1
4,25,0,27,Pedro observó a la secretaria en la oficina durante una hora.,21,0,0,1,0,0,1
0,40,2,28,Adrián percibió a la sombra detrás de él durante algunos minutos.,21,0,0,0,0,0,1
0,47,4,29,Marta descartó una aspirante en la selección en un día.,21,0,0,1,1,0,0
0,43,2,30,Sofía conoció a la verdad en el colegio en dos días.,21,0,0,0,0,0,1
3,4,2,31,Jorge arrolló a la valla en la calle en un segundo.,21,0,0,0,0,1,1
3,49,0,32,Alba mencionó a la actriz en el teatro tras varios minutos.,21,0,0,1,0,0,1
2,9,0,33,Carlos quemó a la bruja en la plaza en pocos minutos.,21,0,0,1,0,1,1
2,23,0,34,Daniel remolcó a la enferma en la calle durante algunos minutos.,21,0,0,1,0,1,1
1,1,0,35,Carlos asaltó a la conductora en el barrio en pocos instantes.,21,0,0,1,0,1,1
2,3,0,36,Pablo secuestró a la turista en el aeropuerto durante una hora.,21,0,0,1,0,1,1
0,10,5,37,Mateo eliminó la carpeta en el banco en pocos segundos.,21,0,0,0,0,1,0
0,33,2,38,Marco imaginó a la fiesta en la playa durante dos minutos.,21,0,0,0,0,0,1
3,11,4,39,Valeria neutralizó una criminal en la frontera en cinco minutos.,21,0,0,1,1,1,0
3,27,5,40,Felipe anunció la actuación en el escenario en cinco minutos.,21,0,0,0,0,0,0
3,48,5,41,Samuel descubrió la tabla en el museo en pocas horas.,21,0,0,0,0,0,0
0,13,5,42,Martina atropelló la carreta en el aparcamiento en pocos minutos.,21,0,0,0,0,1,0
0,42,1,43,Ismael encontró a una conocida en la carretera en pocas horas.,21,0,0,1,1,0,1
0,7,2,44,Tomás empujó a la silla a la puerta en pocos segundos.,21,0,0,0,0,1,1
4,46,3,45,Alejandro identificó la agresora en el aeropuerto en dos horas.,21,0,0,1,0,0,0
4,21,4,46,Hugo apaleó una rebelde en la calle durante varios minutos.,21,0,0,1,1,1,0
3,39,3,47,Valeria admiró la cantante en el teatro durante el concierto.,21,0,0,1,0,0,0
1,34,3,48,Carmen odió la vendedora en el cine durante la película.,21,0,0,1,0,0,0
